mode,temp_c,run,device,w_um,l_um,area_um2,quantity,val_a,val_b
mismatch,27,162,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,162,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,162,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,162,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,162,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,162,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,162,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,162,nfet_03v3,5,0.5,2.5,vgs_v,0.782798,0.782882
mismatch,27,162,nfet_03v3,10,1.0,10,vgs_v,0.764437,0.763799
mismatch,27,162,nfet_03v3,20,2.0,40,vgs_v,0.754432,0.751901
mismatch,27,162,pfet_03v3,5,0.5,2.5,vgs_v,1.0023,0.993834
mismatch,27,162,pfet_03v3,10,1.0,10,vgs_v,1.01875,1.01732
mismatch,27,162,pfet_03v3,20,2.0,40,vgs_v,1.02621,1.02415
mismatch,27,163,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,163,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,163,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,163,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,163,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,163,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,163,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,163,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,163,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,163,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,163,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,163,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,163,nfet_03v3,5,0.5,2.5,vgs_v,0.775106,0.774308
mismatch,27,163,nfet_03v3,10,1.0,10,vgs_v,0.763209,0.763394
mismatch,27,163,nfet_03v3,20,2.0,40,vgs_v,0.752928,0.752372
mismatch,27,163,pfet_03v3,5,0.5,2.5,vgs_v,1.00118,0.997713
mismatch,27,163,pfet_03v3,10,1.0,10,vgs_v,1.02008,1.01814
mismatch,27,163,pfet_03v3,20,2.0,40,vgs_v,1.0243,1.02425
mismatch,27,164,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,164,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,164,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,164,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,164,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,164,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,164,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,164,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,164,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,164,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,164,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,164,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,164,nfet_03v3,5,0.5,2.5,vgs_v,0.774534,0.771714
mismatch,27,164,nfet_03v3,10,1.0,10,vgs_v,0.763979,0.767646
mismatch,27,164,nfet_03v3,20,2.0,40,vgs_v,0.753096,0.754344
mismatch,27,164,pfet_03v3,5,0.5,2.5,vgs_v,0.998738,0.991511
mismatch,27,164,pfet_03v3,10,1.0,10,vgs_v,1.02045,1.01824
mismatch,27,164,pfet_03v3,20,2.0,40,vgs_v,1.02379,1.02378
mismatch,27,165,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,165,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,165,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,165,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,165,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,165,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,165,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,165,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,165,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,165,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,165,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,165,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,165,nfet_03v3,5,0.5,2.5,vgs_v,0.779766,0.783619
mismatch,27,165,nfet_03v3,10,1.0,10,vgs_v,0.766949,0.766852
mismatch,27,165,nfet_03v3,20,2.0,40,vgs_v,0.752719,0.7538
mismatch,27,165,pfet_03v3,5,0.5,2.5,vgs_v,0.997599,0.999883
mismatch,27,165,pfet_03v3,10,1.0,10,vgs_v,1.01791,1.01632
mismatch,27,165,pfet_03v3,20,2.0,40,vgs_v,1.02468,1.02482
mismatch,27,166,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,166,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,166,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,166,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,166,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,166,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,166,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,166,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,166,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,166,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,166,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,166,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,166,nfet_03v3,5,0.5,2.5,vgs_v,0.783326,0.783258
mismatch,27,166,nfet_03v3,10,1.0,10,vgs_v,0.765789,0.76411
mismatch,27,166,nfet_03v3,20,2.0,40,vgs_v,0.755193,0.755138
mismatch,27,166,pfet_03v3,5,0.5,2.5,vgs_v,0.998705,0.999624
mismatch,27,166,pfet_03v3,10,1.0,10,vgs_v,1.01656,1.01924
mismatch,27,166,pfet_03v3,20,2.0,40,vgs_v,1.02375,1.02431
mismatch,27,167,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,167,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,167,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,167,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,167,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,167,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,167,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,167,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,167,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,167,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,167,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,167,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,167,nfet_03v3,5,0.5,2.5,vgs_v,0.770287,0.777095
mismatch,27,167,nfet_03v3,10,1.0,10,vgs_v,0.765416,0.76453
mismatch,27,167,nfet_03v3,20,2.0,40,vgs_v,0.754578,0.753069
mismatch,27,167,pfet_03v3,5,0.5,2.5,vgs_v,1.00061,0.998509
mismatch,27,167,pfet_03v3,10,1.0,10,vgs_v,1.01764,1.01622
mismatch,27,167,pfet_03v3,20,2.0,40,vgs_v,1.02592,1.02408
mismatch,27,168,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,168,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,168,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,168,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,168,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,168,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,168,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,168,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,168,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,168,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,168,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,168,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,168,nfet_03v3,5,0.5,2.5,vgs_v,0.778293,0.781637
mismatch,27,168,nfet_03v3,10,1.0,10,vgs_v,0.76455,0.764311
mismatch,27,168,nfet_03v3,20,2.0,40,vgs_v,0.752688,0.752622
mismatch,27,168,pfet_03v3,5,0.5,2.5,vgs_v,1.00439,0.993109
mismatch,27,168,pfet_03v3,10,1.0,10,vgs_v,1.02132,1.01727
mismatch,27,168,pfet_03v3,20,2.0,40,vgs_v,1.02472,1.02355
mismatch,27,169,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,169,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,169,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,169,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,169,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,169,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,169,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,169,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,169,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,169,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,169,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,169,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,169,nfet_03v3,5,0.5,2.5,vgs_v,0.776508,0.780259
mismatch,27,169,nfet_03v3,10,1.0,10,vgs_v,0.765645,0.766058
mismatch,27,169,nfet_03v3,20,2.0,40,vgs_v,0.753295,0.753527
mismatch,27,169,pfet_03v3,5,0.5,2.5,vgs_v,0.998545,1.00187
mismatch,27,169,pfet_03v3,10,1.0,10,vgs_v,1.01752,1.01799
mismatch,27,169,pfet_03v3,20,2.0,40,vgs_v,1.02471,1.02416
mismatch,27,170,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,170,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,170,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,170,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,170,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,170,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,170,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,170,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,170,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,170,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,170,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,170,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,170,nfet_03v3,5,0.5,2.5,vgs_v,0.785898,0.777237
mismatch,27,170,nfet_03v3,10,1.0,10,vgs_v,0.76649,0.766773
mismatch,27,170,nfet_03v3,20,2.0,40,vgs_v,0.753693,0.753105
mismatch,27,170,pfet_03v3,5,0.5,2.5,vgs_v,1.00046,0.989111
mismatch,27,170,pfet_03v3,10,1.0,10,vgs_v,1.01887,1.01713
mismatch,27,170,pfet_03v3,20,2.0,40,vgs_v,1.02473,1.0242
mismatch,27,171,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,171,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,171,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,171,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,171,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,171,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,171,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,171,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,171,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,171,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,171,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,171,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,171,nfet_03v3,5,0.5,2.5,vgs_v,0.780314,0.778466
mismatch,27,171,nfet_03v3,10,1.0,10,vgs_v,0.764073,0.764657
mismatch,27,171,nfet_03v3,20,2.0,40,vgs_v,0.75237,0.752496
mismatch,27,171,pfet_03v3,5,0.5,2.5,vgs_v,1.0055,0.996165
mismatch,27,171,pfet_03v3,10,1.0,10,vgs_v,1.01695,1.01956
mismatch,27,171,pfet_03v3,20,2.0,40,vgs_v,1.02539,1.02322
mismatch,27,172,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,172,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,172,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,172,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,172,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,172,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,172,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,172,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,172,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,172,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,172,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,172,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,172,nfet_03v3,5,0.5,2.5,vgs_v,0.782644,0.784541
mismatch,27,172,nfet_03v3,10,1.0,10,vgs_v,0.764903,0.762978
mismatch,27,172,nfet_03v3,20,2.0,40,vgs_v,0.754278,0.754398
mismatch,27,172,pfet_03v3,5,0.5,2.5,vgs_v,0.994378,0.992965
mismatch,27,172,pfet_03v3,10,1.0,10,vgs_v,1.01849,1.01736
mismatch,27,172,pfet_03v3,20,2.0,40,vgs_v,1.02516,1.0248
mismatch,27,173,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,173,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,173,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,173,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,173,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,173,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,173,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,173,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,173,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,173,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,173,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,173,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,173,nfet_03v3,5,0.5,2.5,vgs_v,0.774006,0.7809
mismatch,27,173,nfet_03v3,10,1.0,10,vgs_v,0.76283,0.764543
mismatch,27,173,nfet_03v3,20,2.0,40,vgs_v,0.754665,0.753771
mismatch,27,173,pfet_03v3,5,0.5,2.5,vgs_v,1.00027,1.00673
mismatch,27,173,pfet_03v3,10,1.0,10,vgs_v,1.01836,1.01556
mismatch,27,173,pfet_03v3,20,2.0,40,vgs_v,1.02496,1.02368
mismatch,27,174,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,174,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,174,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,174,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,174,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,174,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,174,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,174,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,174,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,174,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,174,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,174,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,174,nfet_03v3,5,0.5,2.5,vgs_v,0.781537,0.777567
mismatch,27,174,nfet_03v3,10,1.0,10,vgs_v,0.76657,0.763456
mismatch,27,174,nfet_03v3,20,2.0,40,vgs_v,0.753196,0.755554
mismatch,27,174,pfet_03v3,5,0.5,2.5,vgs_v,0.997967,1.0038
mismatch,27,174,pfet_03v3,10,1.0,10,vgs_v,1.01961,1.01712
mismatch,27,174,pfet_03v3,20,2.0,40,vgs_v,1.02478,1.02457
mismatch,27,175,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,175,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,175,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,175,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,175,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,175,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,175,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,175,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,175,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,175,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,175,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,175,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,175,nfet_03v3,5,0.5,2.5,vgs_v,0.777966,0.777833
mismatch,27,175,nfet_03v3,10,1.0,10,vgs_v,0.763999,0.764987
mismatch,27,175,nfet_03v3,20,2.0,40,vgs_v,0.75346,0.753587
mismatch,27,175,pfet_03v3,5,0.5,2.5,vgs_v,0.997721,0.996021
mismatch,27,175,pfet_03v3,10,1.0,10,vgs_v,1.01627,1.01851
mismatch,27,175,pfet_03v3,20,2.0,40,vgs_v,1.02367,1.02431
mismatch,27,176,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,176,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,176,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,176,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,176,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,176,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,176,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,176,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,176,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,176,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,176,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,176,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,176,nfet_03v3,5,0.5,2.5,vgs_v,0.779669,0.776402
mismatch,27,176,nfet_03v3,10,1.0,10,vgs_v,0.765366,0.764903
mismatch,27,176,nfet_03v3,20,2.0,40,vgs_v,0.754199,0.753584
mismatch,27,176,pfet_03v3,5,0.5,2.5,vgs_v,0.993623,0.999236
mismatch,27,176,pfet_03v3,10,1.0,10,vgs_v,1.01751,1.01922
mismatch,27,176,pfet_03v3,20,2.0,40,vgs_v,1.02517,1.02405
mismatch,27,177,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,177,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,177,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,177,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,177,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,177,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,177,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,177,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,177,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,177,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,177,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,177,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,177,nfet_03v3,5,0.5,2.5,vgs_v,0.779306,0.77831
mismatch,27,177,nfet_03v3,10,1.0,10,vgs_v,0.764572,0.766237
mismatch,27,177,nfet_03v3,20,2.0,40,vgs_v,0.754221,0.752689
mismatch,27,177,pfet_03v3,5,0.5,2.5,vgs_v,0.998339,0.993063
mismatch,27,177,pfet_03v3,10,1.0,10,vgs_v,1.01875,1.01774
mismatch,27,177,pfet_03v3,20,2.0,40,vgs_v,1.02483,1.02487
mismatch,27,178,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,178,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,178,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,178,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,178,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,178,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,178,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,178,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,178,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,178,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,178,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,178,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,178,nfet_03v3,5,0.5,2.5,vgs_v,0.770169,0.780521
mismatch,27,178,nfet_03v3,10,1.0,10,vgs_v,0.766769,0.764774
mismatch,27,178,nfet_03v3,20,2.0,40,vgs_v,0.752869,0.754284
mismatch,27,178,pfet_03v3,5,0.5,2.5,vgs_v,0.99648,0.997094
mismatch,27,178,pfet_03v3,10,1.0,10,vgs_v,1.01674,1.01784
mismatch,27,178,pfet_03v3,20,2.0,40,vgs_v,1.02629,1.0257
mismatch,27,179,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,179,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,179,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,179,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,179,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,179,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,179,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,179,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,179,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,179,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,179,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,179,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,179,nfet_03v3,5,0.5,2.5,vgs_v,0.779129,0.783305
mismatch,27,179,nfet_03v3,10,1.0,10,vgs_v,0.767163,0.765212
mismatch,27,179,nfet_03v3,20,2.0,40,vgs_v,0.754075,0.752701
mismatch,27,179,pfet_03v3,5,0.5,2.5,vgs_v,0.99955,0.991534
mismatch,27,179,pfet_03v3,10,1.0,10,vgs_v,1.01543,1.01828
mismatch,27,179,pfet_03v3,20,2.0,40,vgs_v,1.02409,1.02342
mismatch,27,180,ppolyf_u_1k,1,10,10,r_ohm,10459.1,10459.1
mismatch,27,180,ppolyf_u_1k,2,40,80,r_ohm,20347.9,20347.9
mismatch,27,180,ppolyf_u_1k,5,100,500,r_ohm,20115.4,20115.4
mismatch,27,180,ppolyf_u_2k,1,10,10,r_ohm,21333.5,21333.5
mismatch,27,180,ppolyf_u_2k,2,40,80,r_ohm,41010.9,41010.9
mismatch,27,180,ppolyf_u_2k,5,100,500,r_ohm,40318.3,40318.3
mismatch,27,180,ppolyf_u_3k,1,10,10,r_ohm,31965.7,31965.7
mismatch,27,180,ppolyf_u_3k,2,40,80,r_ohm,61499.5,61499.5
mismatch,27,180,ppolyf_u_3k,5,100,500,r_ohm,60470.8,60470.8
mismatch,27,180,ppolyf_u,1,10,10,r_ohm,3813.5,3813.5
mismatch,27,180,ppolyf_u,2,40,80,r_ohm,7243.28,7243.28
mismatch,27,180,ppolyf_u,5,100,500,r_ohm,7095.06,7095.06
mismatch,27,180,nfet_03v3,5,0.5,2.5,vgs_v,0.781252,0.78256
mismatch,27,180,nfet_03v3,10,1.0,10,vgs_v,0.766665,0.764568
mismatch,27,180,nfet_03v3,20,2.0,40,vgs_v,0.753429,0.752852
mismatch,27,180,pfet_03v3,5,0.5,2.5,vgs_v,0.997463,0.996346
mismatch,27,180,pfet_03v3,10,1.0,10,vgs_v,1.01759,1.0171
mismatch,27,180,pfet_03v3,20,2.0,40,vgs_v,1.02584,1.02498
