device,corner,temp_c,vin_v,l_um,w_mm,metric,vsd_v,id_a,rds_ohm,rdsw_ohm_mm,vd_v
pfet_05v0,sf,27,2.10,0.60u,1,drop_at_50mA,7.71969,0.05,154.394,154.394,-5.61969
pfet_05v0,sf,27,2.10,0.60u,1,drop_at_100mA,9.64404,0.1,96.4404,96.4404,-7.54404
pfet_05v0,sf,27,2.10,0.60u,1,rlin_at_50mV,0.05,0.0031637,15.8043,15.8043,2.05
pfet_05v0,sf,27,2.10,0.60u,2,drop_at_50mA,0.525135,0.05,10.5027,21.0054,1.57487
pfet_05v0,sf,27,2.10,0.60u,2,drop_at_100mA,7.71969,0.1,77.1969,154.394,-5.61969
pfet_05v0,sf,27,2.10,0.60u,2,rlin_at_50mV,0.05,0.0063274,7.90214,15.8043,2.05
pfet_05v0,sf,27,2.10,0.60u,4,drop_at_50mA,0.216915,0.05,4.3383,17.3532,1.88309
pfet_05v0,sf,27,2.10,0.60u,4,drop_at_100mA,0.525135,0.1,5.25135,21.0054,1.57487
pfet_05v0,sf,27,2.10,0.60u,4,rlin_at_50mV,0.05,0.0126548,3.95107,15.8043,2.05
pfet_05v0,sf,27,2.10,0.60u,8,drop_at_50mA,0.101608,0.05,2.03217,16.2573,1.99839
pfet_05v0,sf,27,2.10,0.60u,8,drop_at_100mA,0.216915,0.1,2.16915,17.3532,1.88309
pfet_05v0,sf,27,2.10,0.60u,8,rlin_at_50mV,0.05,0.0253096,1.97554,15.8043,2.05
pfet_05v0,sf,27,2.10,0.60u,16,drop_at_50mA,0.0493716,0.05,0.987431,15.7989,2.05063
pfet_05v0,sf,27,2.10,0.60u,16,drop_at_100mA,0.101608,0.1,1.01608,16.2573,1.99839
pfet_05v0,sf,27,2.10,0.60u,16,rlin_at_50mV,0.05,0.0506192,0.987768,15.8043,2.05
pfet_05v0,sf,27,2.10,1.00u,1,drop_at_50mA,9.74744,0.05,194.949,194.949,-7.64744
pfet_05v0,sf,27,2.10,1.00u,1,drop_at_100mA,11.2107,0.1,112.107,112.107,-9.11071
pfet_05v0,sf,27,2.10,1.00u,1,rlin_at_50mV,0.05,0.00173929,28.7474,28.7474,2.05
pfet_05v0,sf,27,2.10,1.00u,2,drop_at_50mA,7.86153,0.05,157.231,314.461,-5.76153
pfet_05v0,sf,27,2.10,1.00u,2,drop_at_100mA,9.74744,0.1,97.4744,194.949,-7.64744
pfet_05v0,sf,27,2.10,1.00u,2,rlin_at_50mV,0.05,0.00347858,14.3737,28.7474,2.05
pfet_05v0,sf,27,2.10,1.00u,4,drop_at_50mA,0.459965,0.05,9.1993,36.7972,1.64003
pfet_05v0,sf,27,2.10,1.00u,4,drop_at_100mA,7.86153,0.1,78.6153,314.461,-5.76153
pfet_05v0,sf,27,2.10,1.00u,4,rlin_at_50mV,0.05,0.00695716,7.18684,28.7474,2.05
pfet_05v0,sf,27,2.10,1.00u,8,drop_at_50mA,0.194935,0.05,3.8987,31.1896,1.90506
pfet_05v0,sf,27,2.10,1.00u,8,drop_at_100mA,0.459965,0.1,4.59965,36.7972,1.64003
pfet_05v0,sf,27,2.10,1.00u,8,rlin_at_50mV,0.05,0.0139143,3.59342,28.7474,2.05
pfet_05v0,sf,27,2.10,1.00u,16,drop_at_50mA,0.0919279,0.05,1.83856,29.4169,2.00807
pfet_05v0,sf,27,2.10,1.00u,16,drop_at_100mA,0.194935,0.1,1.94935,31.1896,1.90506
pfet_05v0,sf,27,2.10,1.00u,16,rlin_at_50mV,0.05,0.0278286,1.79671,28.7474,2.05
pfet_05v0,sf,27,2.97,0.50u,1,drop_at_50mA,0.520045,0.05,10.4009,10.4009,2.44995
pfet_05v0,sf,27,2.97,0.50u,1,drop_at_100mA,2.25882,0.1,22.5882,22.5882,0.711179
pfet_05v0,sf,27,2.97,0.50u,1,rlin_at_50mV,0.05,0.00574004,8.71073,8.71073,2.92
pfet_05v0,sf,27,2.97,0.50u,2,drop_at_50mA,0.232882,0.05,4.65764,9.31528,2.73712
pfet_05v0,sf,27,2.97,0.50u,2,drop_at_100mA,0.520045,0.1,5.20045,10.4009,2.44995
pfet_05v0,sf,27,2.97,0.50u,2,rlin_at_50mV,0.05,0.0114801,4.35537,8.71073,2.92
pfet_05v0,sf,27,2.97,0.50u,4,drop_at_50mA,0.111335,0.05,2.2267,8.90679,2.85867
pfet_05v0,sf,27,2.97,0.50u,4,drop_at_100mA,0.232882,0.1,2.32882,9.31528,2.73712
pfet_05v0,sf,27,2.97,0.50u,4,rlin_at_50mV,0.05,0.0229602,2.17768,8.71073,2.92
pfet_05v0,sf,27,2.97,0.50u,8,drop_at_50mA,0.0545312,0.05,1.09062,8.725,2.91547
pfet_05v0,sf,27,2.97,0.50u,8,drop_at_100mA,0.111335,0.1,1.11335,8.90679,2.85867
pfet_05v0,sf,27,2.97,0.50u,8,rlin_at_50mV,0.05,0.0459204,1.08884,8.71073,2.92
pfet_05v0,sf,27,2.97,0.50u,16,drop_at_50mA,0.0269964,0.05,0.539928,8.63885,2.943
pfet_05v0,sf,27,2.97,0.50u,16,drop_at_100mA,0.0545312,0.1,0.545312,8.725,2.91547
pfet_05v0,sf,27,2.97,0.50u,16,rlin_at_50mV,0.05,0.0918407,0.544421,8.71073,2.92
pfet_05v0,sf,27,2.97,0.60u,1,drop_at_50mA,0.681705,0.05,13.6341,13.6341,2.28829
pfet_05v0,sf,27,2.97,0.60u,1,drop_at_100mA,7.78375,0.1,77.8375,77.8375,-4.81375
pfet_05v0,sf,27,2.97,0.60u,1,rlin_at_50mV,0.05,0.00466098,10.7274,10.7274,2.92
pfet_05v0,sf,27,2.97,0.60u,2,drop_at_50mA,0.292887,0.05,5.85774,11.7155,2.67711
pfet_05v0,sf,27,2.97,0.60u,2,drop_at_100mA,0.681705,0.1,6.81705,13.6341,2.28829
pfet_05v0,sf,27,2.97,0.60u,2,rlin_at_50mV,0.05,0.00932197,5.36368,10.7274,2.92
pfet_05v0,sf,27,2.97,0.60u,4,drop_at_50mA,0.138389,0.05,2.76778,11.0711,2.83161
pfet_05v0,sf,27,2.97,0.60u,4,drop_at_100mA,0.292887,0.1,2.92887,11.7155,2.67711
pfet_05v0,sf,27,2.97,0.60u,4,rlin_at_50mV,0.05,0.0186439,2.68184,10.7274,2.92
pfet_05v0,sf,27,2.97,0.60u,8,drop_at_50mA,0.067462,0.05,1.34924,10.7939,2.90254
pfet_05v0,sf,27,2.97,0.60u,8,drop_at_100mA,0.138389,0.1,1.38389,11.0711,2.83161
pfet_05v0,sf,27,2.97,0.60u,8,rlin_at_50mV,0.05,0.0372879,1.34092,10.7274,2.92
pfet_05v0,sf,27,2.97,0.60u,16,drop_at_50mA,0.0333262,0.05,0.666524,10.6644,2.93667
pfet_05v0,sf,27,2.97,0.60u,16,drop_at_100mA,0.067462,0.1,0.67462,10.7939,2.90254
pfet_05v0,sf,27,2.97,0.60u,16,rlin_at_50mV,0.05,0.0745757,0.670459,10.7274,2.92
pfet_05v0,sf,27,2.97,1.00u,1,drop_at_50mA,7.31714,0.05,146.343,146.343,-4.34714
pfet_05v0,sf,27,2.97,1.00u,1,drop_at_100mA,9.93685,0.1,99.3685,99.3685,-6.96685
pfet_05v0,sf,27,2.97,1.00u,1,rlin_at_50mV,0.05,0.00263531,18.9731,18.9731,2.92
pfet_05v0,sf,27,2.97,1.00u,2,drop_at_50mA,0.574959,0.05,11.4992,22.9984,2.39504
pfet_05v0,sf,27,2.97,1.00u,2,drop_at_100mA,7.31714,0.1,73.1714,146.343,-4.34714
pfet_05v0,sf,27,2.97,1.00u,2,rlin_at_50mV,0.05,0.00527062,9.48655,18.9731,2.92
pfet_05v0,sf,27,2.97,1.00u,4,drop_at_50mA,0.254794,0.05,5.09588,20.3835,2.71521
pfet_05v0,sf,27,2.97,1.00u,4,drop_at_100mA,0.574959,0.1,5.74959,22.9984,2.39504
pfet_05v0,sf,27,2.97,1.00u,4,rlin_at_50mV,0.05,0.0105412,4.74327,18.9731,2.92
pfet_05v0,sf,27,2.97,1.00u,8,drop_at_50mA,0.121536,0.05,2.43072,19.4457,2.84846
pfet_05v0,sf,27,2.97,1.00u,8,drop_at_100mA,0.254794,0.1,2.54794,20.3835,2.71521
pfet_05v0,sf,27,2.97,1.00u,8,rlin_at_50mV,0.05,0.0210825,2.37164,18.9731,2.92
pfet_05v0,sf,27,2.97,1.00u,16,drop_at_50mA,0.0594831,0.05,1.18966,19.0346,2.91052
pfet_05v0,sf,27,2.97,1.00u,16,drop_at_100mA,0.121536,0.1,1.21536,19.4457,2.84846
pfet_05v0,sf,27,2.97,1.00u,16,rlin_at_50mV,0.05,0.042165,1.18582,18.9731,2.92
pfet_05v0,sf,27,3.30,0.50u,1,drop_at_50mA,0.453207,0.05,9.06414,9.06414,2.84679
pfet_05v0,sf,27,3.30,0.50u,1,drop_at_100mA,1.18919,0.1,11.8919,11.8919,2.11081
pfet_05v0,sf,27,3.30,0.50u,1,rlin_at_50mV,0.05,0.00630865,7.92562,7.92562,3.25
pfet_05v0,sf,27,3.30,0.50u,2,drop_at_50mA,0.208679,0.05,4.17359,8.34717,3.09132
pfet_05v0,sf,27,3.30,0.50u,2,drop_at_100mA,0.453207,0.1,4.53207,9.06414,2.84679
pfet_05v0,sf,27,3.30,0.50u,2,rlin_at_50mV,0.05,0.0126173,3.96281,7.92562,3.25
pfet_05v0,sf,27,3.30,0.50u,4,drop_at_50mA,0.100711,0.05,2.01423,8.05691,3.19929
pfet_05v0,sf,27,3.30,0.50u,4,drop_at_100mA,0.208679,0.1,2.08679,8.34717,3.09132
pfet_05v0,sf,27,3.30,0.50u,4,rlin_at_50mV,0.05,0.0252346,1.98141,7.92562,3.25
pfet_05v0,sf,27,3.30,0.50u,8,drop_at_50mA,0.0495276,0.05,0.990552,7.92442,3.25047
pfet_05v0,sf,27,3.30,0.50u,8,drop_at_100mA,0.100711,0.1,1.00711,8.05691,3.19929
pfet_05v0,sf,27,3.30,0.50u,8,rlin_at_50mV,0.05,0.0504692,0.990703,7.92562,3.25
pfet_05v0,sf,27,3.30,0.50u,16,drop_at_50mA,0.0245654,0.05,0.491309,7.86094,3.27543
pfet_05v0,sf,27,3.30,0.50u,16,drop_at_100mA,0.0495276,0.1,0.495276,7.92442,3.25047
pfet_05v0,sf,27,3.30,0.50u,16,rlin_at_50mV,0.05,0.100938,0.495351,7.92562,3.25
pfet_05v0,sf,27,3.30,0.60u,1,drop_at_50mA,0.578926,0.05,11.5785,11.5785,2.72107
pfet_05v0,sf,27,3.30,0.60u,1,drop_at_100mA,2.55092,0.1,25.5092,25.5092,0.749079
pfet_05v0,sf,27,3.30,0.60u,1,rlin_at_50mV,0.05,0.00514274,9.72244,9.72244,3.25
pfet_05v0,sf,27,3.30,0.60u,2,drop_at_50mA,0.259985,0.05,5.1997,10.3994,3.04002
pfet_05v0,sf,27,3.30,0.60u,2,drop_at_100mA,0.578926,0.1,5.78926,11.5785,2.72107
pfet_05v0,sf,27,3.30,0.60u,2,rlin_at_50mV,0.05,0.0102855,4.86122,9.72244,3.25
pfet_05v0,sf,27,3.30,0.60u,4,drop_at_50mA,0.12443,0.05,2.48859,9.95437,3.17557
pfet_05v0,sf,27,3.30,0.60u,4,drop_at_100mA,0.259985,0.1,2.59985,10.3994,3.04002
pfet_05v0,sf,27,3.30,0.60u,4,rlin_at_50mV,0.05,0.020571,2.43061,9.72244,3.25
pfet_05v0,sf,27,3.30,0.60u,8,drop_at_50mA,0.0609757,0.05,1.21951,9.75612,3.23902
pfet_05v0,sf,27,3.30,0.60u,8,drop_at_100mA,0.12443,0.1,1.2443,9.95437,3.17557
pfet_05v0,sf,27,3.30,0.60u,8,rlin_at_50mV,0.05,0.0411419,1.21531,9.72244,3.25
pfet_05v0,sf,27,3.30,0.60u,16,drop_at_50mA,0.0301941,0.05,0.603883,9.66212,3.26981
pfet_05v0,sf,27,3.30,0.60u,16,drop_at_100mA,0.0609757,0.1,0.609757,9.75612,3.23902
pfet_05v0,sf,27,3.30,0.60u,16,rlin_at_50mV,0.05,0.0822839,0.607653,9.72244,3.25
pfet_05v0,sf,27,3.30,1.00u,1,drop_at_50mA,1.36138,0.05,27.2276,27.2276,1.93862
pfet_05v0,sf,27,3.30,1.00u,1,drop_at_100mA,9.58219,0.1,95.8219,95.8219,-6.28219
pfet_05v0,sf,27,3.30,1.00u,1,rlin_at_50mV,0.05,0.00292972,17.0665,17.0665,3.25
pfet_05v0,sf,27,3.30,1.00u,2,drop_at_50mA,0.490263,0.05,9.80526,19.6105,2.80974
pfet_05v0,sf,27,3.30,1.00u,2,drop_at_100mA,1.36138,0.1,13.6138,27.2276,1.93862
pfet_05v0,sf,27,3.30,1.00u,2,rlin_at_50mV,0.05,0.00585943,8.53325,17.0665,3.25
pfet_05v0,sf,27,3.30,1.00u,4,drop_at_50mA,0.225066,0.05,4.50132,18.0053,3.07493
pfet_05v0,sf,27,3.30,1.00u,4,drop_at_100mA,0.490263,0.1,4.90263,19.6105,2.80974
pfet_05v0,sf,27,3.30,1.00u,4,rlin_at_50mV,0.05,0.0117189,4.26662,17.0665,3.25
pfet_05v0,sf,27,3.30,1.00u,8,drop_at_50mA,0.108568,0.05,2.17137,17.3709,3.19143
pfet_05v0,sf,27,3.30,1.00u,8,drop_at_100mA,0.225066,0.1,2.25066,18.0053,3.07493
pfet_05v0,sf,27,3.30,1.00u,8,rlin_at_50mV,0.05,0.0234377,2.13331,17.0665,3.25
pfet_05v0,sf,27,3.30,1.00u,16,drop_at_50mA,0.053387,0.05,1.06774,17.0838,3.24661
pfet_05v0,sf,27,3.30,1.00u,16,drop_at_100mA,0.108568,0.1,1.08568,17.3709,3.19143
pfet_05v0,sf,27,3.30,1.00u,16,rlin_at_50mV,0.05,0.0468755,1.06666,17.0665,3.25
pfet_05v0,sf,27,3.63,0.50u,1,drop_at_50mA,0.407399,0.05,8.14797,8.14797,3.2226
pfet_05v0,sf,27,3.63,0.50u,1,drop_at_100mA,0.978256,0.1,9.78256,9.78256,2.65174
pfet_05v0,sf,27,3.63,0.50u,1,rlin_at_50mV,0.05,0.00682994,7.32071,7.32071,3.58
pfet_05v0,sf,27,3.63,0.50u,2,drop_at_50mA,0.190789,0.05,3.81579,7.63158,3.43921
pfet_05v0,sf,27,3.63,0.50u,2,drop_at_100mA,0.407399,0.1,4.07399,8.14797,3.2226
pfet_05v0,sf,27,3.63,0.50u,2,rlin_at_50mV,0.05,0.0136599,3.66036,7.32071,3.58
pfet_05v0,sf,27,3.63,0.50u,4,drop_at_50mA,0.0926623,0.05,1.85325,7.41299,3.53734
pfet_05v0,sf,27,3.63,0.50u,4,drop_at_100mA,0.190789,0.1,1.90789,7.63158,3.43921
pfet_05v0,sf,27,3.63,0.50u,4,rlin_at_50mV,0.05,0.0273197,1.83018,7.32071,3.58
pfet_05v0,sf,27,3.63,0.50u,8,drop_at_50mA,0.0456968,0.05,0.913937,7.3115,3.5843
pfet_05v0,sf,27,3.63,0.50u,8,drop_at_100mA,0.0926623,0.1,0.926623,7.41299,3.53734
pfet_05v0,sf,27,3.63,0.50u,8,rlin_at_50mV,0.05,0.0546395,0.915089,7.32071,3.58
pfet_05v0,sf,27,3.63,0.50u,16,drop_at_50mA,0.0226953,0.05,0.453907,7.26251,3.6073
pfet_05v0,sf,27,3.63,0.50u,16,drop_at_100mA,0.0456968,0.1,0.456968,7.3115,3.5843
pfet_05v0,sf,27,3.63,0.50u,16,rlin_at_50mV,0.05,0.109279,0.457545,7.32071,3.58
pfet_05v0,sf,27,3.63,0.60u,1,drop_at_50mA,0.512919,0.05,10.2584,10.2584,3.11708
pfet_05v0,sf,27,3.63,0.60u,1,drop_at_100mA,1.35686,0.1,13.5686,13.5686,2.27314
pfet_05v0,sf,27,3.63,0.60u,1,rlin_at_50mV,0.05,0.0055863,8.95046,8.95046,3.58
pfet_05v0,sf,27,3.63,0.60u,2,drop_at_50mA,0.236094,0.05,4.72189,9.44377,3.39391
pfet_05v0,sf,27,3.63,0.60u,2,drop_at_100mA,0.512919,0.1,5.12919,10.2584,3.11708
pfet_05v0,sf,27,3.63,0.60u,2,rlin_at_50mV,0.05,0.0111726,4.47523,8.95046,3.58
pfet_05v0,sf,27,3.63,0.60u,4,drop_at_50mA,0.113943,0.05,2.27887,9.11547,3.51606
pfet_05v0,sf,27,3.63,0.60u,4,drop_at_100mA,0.236094,0.1,2.36094,9.44377,3.39391
pfet_05v0,sf,27,3.63,0.60u,4,rlin_at_50mV,0.05,0.0223452,2.23762,8.95046,3.58
pfet_05v0,sf,27,3.63,0.60u,8,drop_at_50mA,0.0560365,0.05,1.12073,8.96585,3.57396
pfet_05v0,sf,27,3.63,0.60u,8,drop_at_100mA,0.113943,0.1,1.13943,9.11547,3.51606
pfet_05v0,sf,27,3.63,0.60u,8,rlin_at_50mV,0.05,0.0446904,1.11881,8.95046,3.58
pfet_05v0,sf,27,3.63,0.60u,16,drop_at_50mA,0.0277944,0.05,0.555888,8.89422,3.60221
pfet_05v0,sf,27,3.63,0.60u,16,drop_at_100mA,0.0560365,0.1,0.560365,8.96585,3.57396
pfet_05v0,sf,27,3.63,0.60u,16,rlin_at_50mV,0.05,0.0893808,0.559404,8.95046,3.58
pfet_05v0,sf,27,3.63,1.00u,1,drop_at_50mA,1.05318,0.05,21.0635,21.0635,2.57682
pfet_05v0,sf,27,3.63,1.00u,1,drop_at_100mA,9.19672,0.1,91.9672,91.9672,-5.56672
pfet_05v0,sf,27,3.63,1.00u,1,rlin_at_50mV,0.05,0.00320318,15.6095,15.6095,3.58
pfet_05v0,sf,27,3.63,1.00u,2,drop_at_50mA,0.434375,0.05,8.6875,17.375,3.19563
pfet_05v0,sf,27,3.63,1.00u,2,drop_at_100mA,1.05318,0.1,10.5318,21.0635,2.57682
pfet_05v0,sf,27,3.63,1.00u,2,rlin_at_50mV,0.05,0.00640636,7.80475,15.6095,3.58
pfet_05v0,sf,27,3.63,1.00u,4,drop_at_50mA,0.203446,0.05,4.06893,16.2757,3.42655
pfet_05v0,sf,27,3.63,1.00u,4,drop_at_100mA,0.434375,0.1,4.34375,17.375,3.19563
pfet_05v0,sf,27,3.63,1.00u,4,rlin_at_50mV,0.05,0.0128127,3.90237,15.6095,3.58
pfet_05v0,sf,27,3.63,1.00u,8,drop_at_50mA,0.0988529,0.05,1.97706,15.8165,3.53115
pfet_05v0,sf,27,3.63,1.00u,8,drop_at_100mA,0.203446,0.1,2.03446,16.2757,3.42655
pfet_05v0,sf,27,3.63,1.00u,8,rlin_at_50mV,0.05,0.0256254,1.95119,15.6095,3.58
pfet_05v0,sf,27,3.63,1.00u,16,drop_at_50mA,0.0487635,0.05,0.97527,15.6043,3.58124
pfet_05v0,sf,27,3.63,1.00u,16,drop_at_100mA,0.0988529,0.1,0.988529,15.8165,3.53115
pfet_05v0,sf,27,3.63,1.00u,16,rlin_at_50mV,0.05,0.0512509,0.975593,15.6095,3.58
pfet_05v0,sf,27,4.50,0.50u,1,drop_at_50mA,0.333743,0.05,6.67486,6.67486,4.16626
pfet_05v0,sf,27,4.50,0.50u,1,drop_at_100mA,0.737843,0.1,7.37843,7.37843,3.76216
pfet_05v0,sf,27,4.50,0.50u,1,rlin_at_50mV,0.05,0.00801944,6.23485,6.23485,4.45
pfet_05v0,sf,27,4.50,0.50u,2,drop_at_50mA,0.160017,0.05,3.20033,6.40066,4.33998
pfet_05v0,sf,27,4.50,0.50u,2,drop_at_100mA,0.333743,0.1,3.33743,6.67486,4.16626
pfet_05v0,sf,27,4.50,0.50u,2,rlin_at_50mV,0.05,0.0160389,3.11742,6.23485,4.45
pfet_05v0,sf,27,4.50,0.50u,4,drop_at_50mA,0.0784649,0.05,1.5693,6.27719,4.42154
pfet_05v0,sf,27,4.50,0.50u,4,drop_at_100mA,0.160017,0.1,1.60017,6.40066,4.33998
pfet_05v0,sf,27,4.50,0.50u,4,rlin_at_50mV,0.05,0.0320778,1.55871,6.23485,4.45
pfet_05v0,sf,27,4.50,0.50u,8,drop_at_50mA,0.0388649,0.05,0.777299,6.21839,4.46114
pfet_05v0,sf,27,4.50,0.50u,8,drop_at_100mA,0.0784649,0.1,0.784649,6.27719,4.42154
pfet_05v0,sf,27,4.50,0.50u,8,rlin_at_50mV,0.05,0.0641555,0.779356,6.23485,4.45
pfet_05v0,sf,27,4.50,0.50u,16,drop_at_50mA,0.0193427,0.05,0.386855,6.18967,4.48066
pfet_05v0,sf,27,4.50,0.50u,16,drop_at_100mA,0.0388649,0.1,0.388649,6.21839,4.46114
pfet_05v0,sf,27,4.50,0.50u,16,rlin_at_50mV,0.05,0.128311,0.389678,6.23485,4.45
pfet_05v0,sf,27,4.50,0.60u,1,drop_at_50mA,0.411844,0.05,8.23688,8.23688,4.08816
pfet_05v0,sf,27,4.50,0.60u,1,drop_at_100mA,0.936835,0.1,9.36835,9.36835,3.56316
pfet_05v0,sf,27,4.50,0.60u,1,rlin_at_50mV,0.05,0.00660437,7.57074,7.57074,4.45
pfet_05v0,sf,27,4.50,0.60u,2,drop_at_50mA,0.195731,0.05,3.91463,7.82925,4.30427
pfet_05v0,sf,27,4.50,0.60u,2,drop_at_100mA,0.411844,0.1,4.11844,8.23688,4.08816
pfet_05v0,sf,27,4.50,0.60u,2,rlin_at_50mV,0.05,0.0132087,3.78537,7.57074,4.45
pfet_05v0,sf,27,4.50,0.60u,4,drop_at_50mA,0.0956292,0.05,1.91258,7.65034,4.40437
pfet_05v0,sf,27,4.50,0.60u,4,drop_at_100mA,0.195731,0.1,1.95731,7.82925,4.30427
pfet_05v0,sf,27,4.50,0.60u,4,rlin_at_50mV,0.05,0.0264175,1.89269,7.57074,4.45
pfet_05v0,sf,27,4.50,0.60u,8,drop_at_50mA,0.0472878,0.05,0.945756,7.56605,4.45271
pfet_05v0,sf,27,4.50,0.60u,8,drop_at_100mA,0.0956292,0.1,0.956292,7.65034,4.40437
pfet_05v0,sf,27,4.50,0.60u,8,rlin_at_50mV,0.05,0.052835,0.946343,7.57074,4.45
pfet_05v0,sf,27,4.50,0.60u,16,drop_at_50mA,0.0235159,0.05,0.470318,7.52508,4.47648
pfet_05v0,sf,27,4.50,0.60u,16,drop_at_100mA,0.0472878,0.1,0.472878,7.56605,4.45271
pfet_05v0,sf,27,4.50,0.60u,16,rlin_at_50mV,0.05,0.10567,0.473171,7.57074,4.45
pfet_05v0,sf,27,4.50,1.00u,1,drop_at_50mA,0.763456,0.05,15.2691,15.2691,3.73654
pfet_05v0,sf,27,4.50,1.00u,1,drop_at_100mA,2.38443,0.1,23.8443,23.8443,2.11557
pfet_05v0,sf,27,4.50,1.00u,1,rlin_at_50mV,0.05,0.00383861,13.0255,13.0255,4.45
pfet_05v0,sf,27,4.50,1.00u,2,drop_at_50mA,0.347214,0.05,6.94427,13.8885,4.15279
pfet_05v0,sf,27,4.50,1.00u,2,drop_at_100mA,0.763456,0.1,7.63456,15.2691,3.73654
pfet_05v0,sf,27,4.50,1.00u,2,rlin_at_50mV,0.05,0.00767723,6.51277,13.0255,4.45
pfet_05v0,sf,27,4.50,1.00u,4,drop_at_50mA,0.166927,0.05,3.33854,13.3541,4.33307
pfet_05v0,sf,27,4.50,1.00u,4,drop_at_100mA,0.347214,0.1,3.47214,13.8885,4.15279
pfet_05v0,sf,27,4.50,1.00u,4,rlin_at_50mV,0.05,0.0153545,3.25638,13.0255,4.45
pfet_05v0,sf,27,4.50,1.00u,8,drop_at_50mA,0.0819627,0.05,1.63925,13.114,4.41804
pfet_05v0,sf,27,4.50,1.00u,8,drop_at_100mA,0.166927,0.1,1.66927,13.3541,4.33307
pfet_05v0,sf,27,4.50,1.00u,8,rlin_at_50mV,0.05,0.0307089,1.62819,13.0255,4.45
pfet_05v0,sf,27,4.50,1.00u,16,drop_at_50mA,0.0406243,0.05,0.812486,12.9998,4.45938
pfet_05v0,sf,27,4.50,1.00u,16,drop_at_100mA,0.0819627,0.1,0.819627,13.114,4.41804
pfet_05v0,sf,27,4.50,1.00u,16,rlin_at_50mV,0.05,0.0614178,0.814096,13.0255,4.45
pfet_05v0,sf,27,5.00,0.50u,1,drop_at_50mA,0.307206,0.05,6.14412,6.14412,4.69279
pfet_05v0,sf,27,5.00,0.50u,1,drop_at_100mA,0.665248,0.1,6.65248,6.65248,4.33475
pfet_05v0,sf,27,5.00,0.50u,1,rlin_at_50mV,0.05,0.00860515,5.81047,5.81047,4.95
pfet_05v0,sf,27,5.00,0.50u,2,drop_at_50mA,0.14838,0.05,2.9676,5.93521,4.85162
pfet_05v0,sf,27,5.00,0.50u,2,drop_at_100mA,0.307206,0.1,3.07206,6.14412,4.69279
pfet_05v0,sf,27,5.00,0.50u,2,rlin_at_50mV,0.05,0.0172103,2.90524,5.81047,4.95
pfet_05v0,sf,27,5.00,0.50u,4,drop_at_50mA,0.0729914,0.05,1.45983,5.83932,4.92701
pfet_05v0,sf,27,5.00,0.50u,4,drop_at_100mA,0.14838,0.1,1.4838,5.93521,4.85162
pfet_05v0,sf,27,5.00,0.50u,4,rlin_at_50mV,0.05,0.0344206,1.45262,5.81047,4.95
pfet_05v0,sf,27,5.00,0.50u,8,drop_at_50mA,0.0362079,0.05,0.724158,5.79326,4.96379
pfet_05v0,sf,27,5.00,0.50u,8,drop_at_100mA,0.0729914,0.1,0.729914,5.83932,4.92701
pfet_05v0,sf,27,5.00,0.50u,8,rlin_at_50mV,0.05,0.0688412,0.726309,5.81047,4.95
pfet_05v0,sf,27,5.00,0.50u,16,drop_at_50mA,0.0180334,0.05,0.360668,5.77068,4.98197
pfet_05v0,sf,27,5.00,0.50u,16,drop_at_100mA,0.0362079,0.1,0.362079,5.79326,4.96379
pfet_05v0,sf,27,5.00,0.50u,16,rlin_at_50mV,0.05,0.137682,0.363155,5.81047,4.95
pfet_05v0,sf,27,5.00,0.60u,1,drop_at_50mA,0.376601,0.05,7.53201,7.53201,4.6234
pfet_05v0,sf,27,5.00,0.60u,1,drop_at_100mA,0.831387,0.1,8.31387,8.31387,4.16861
pfet_05v0,sf,27,5.00,0.60u,1,rlin_at_50mV,0.05,0.00710817,7.03416,7.03416,4.95
pfet_05v0,sf,27,5.00,0.60u,2,drop_at_50mA,0.18069,0.05,3.6138,7.22761,4.81931
pfet_05v0,sf,27,5.00,0.60u,2,drop_at_100mA,0.376601,0.1,3.76601,7.53201,4.6234
pfet_05v0,sf,27,5.00,0.60u,2,rlin_at_50mV,0.05,0.0142163,3.51708,7.03416,4.95
pfet_05v0,sf,27,5.00,0.60u,4,drop_at_50mA,0.0886322,0.05,1.77264,7.09058,4.91137
pfet_05v0,sf,27,5.00,0.60u,4,drop_at_100mA,0.18069,0.1,1.8069,7.22761,4.81931
pfet_05v0,sf,27,5.00,0.60u,4,rlin_at_50mV,0.05,0.0284327,1.75854,7.03416,4.95
pfet_05v0,sf,27,5.00,0.60u,8,drop_at_50mA,0.0439083,0.05,0.878166,7.02533,4.95609
pfet_05v0,sf,27,5.00,0.60u,8,drop_at_100mA,0.0886322,0.1,0.886322,7.09058,4.91137
pfet_05v0,sf,27,5.00,0.60u,8,rlin_at_50mV,0.05,0.0568653,0.87927,7.03416,4.95
pfet_05v0,sf,27,5.00,0.60u,16,drop_at_50mA,0.0218546,0.05,0.437091,6.99346,4.97815
pfet_05v0,sf,27,5.00,0.60u,16,drop_at_100mA,0.0439083,0.1,0.439083,7.02533,4.95609
pfet_05v0,sf,27,5.00,0.60u,16,rlin_at_50mV,0.05,0.113731,0.439635,7.03416,4.95
pfet_05v0,sf,27,5.00,1.00u,1,drop_at_50mA,0.680833,0.05,13.6167,13.6167,4.31917
pfet_05v0,sf,27,5.00,1.00u,1,drop_at_100mA,1.70856,0.1,17.0856,17.0856,3.29144
