device,corner,temp_c,vin_v,l_um,w_mm,metric,ioff_a,ioff_per_mm_a
nfet_03v3,fs,-40,2.97,0.50u,16,ioff_vgs0,1.20574E-12,7.53589E-14
nfet_03v3,fs,-40,2.97,1.00u,1,ioff_vgs0,4.66854E-14,4.66854E-14
nfet_03v3,fs,-40,2.97,1.00u,2,ioff_vgs0,9.33707E-14,4.66854E-14
nfet_03v3,fs,-40,2.97,1.00u,4,ioff_vgs0,1.86741E-13,4.66854E-14
nfet_03v3,fs,-40,2.97,1.00u,8,ioff_vgs0,3.73483E-13,4.66854E-14
nfet_03v3,fs,-40,2.97,1.00u,16,ioff_vgs0,7.46966E-13,4.66854E-14
nfet_03v3,fs,-40,3.30,0.28u,1,ioff_vgs0,2.1878E-11,2.1878E-11
nfet_03v3,fs,-40,3.30,0.28u,2,ioff_vgs0,4.3756E-11,2.1878E-11
nfet_03v3,fs,-40,3.30,0.28u,4,ioff_vgs0,8.7512E-11,2.1878E-11
nfet_03v3,fs,-40,3.30,0.28u,8,ioff_vgs0,1.75024E-10,2.1878E-11
nfet_03v3,fs,-40,3.30,0.28u,16,ioff_vgs0,3.50048E-10,2.1878E-11
nfet_03v3,fs,-40,3.30,0.50u,1,ioff_vgs0,7.98323E-14,7.98323E-14
nfet_03v3,fs,-40,3.30,0.50u,2,ioff_vgs0,1.59665E-13,7.98323E-14
nfet_03v3,fs,-40,3.30,0.50u,4,ioff_vgs0,3.19329E-13,7.98323E-14
nfet_03v3,fs,-40,3.30,0.50u,8,ioff_vgs0,6.38658E-13,7.98323E-14
nfet_03v3,fs,-40,3.30,0.50u,16,ioff_vgs0,1.27732E-12,7.98323E-14
nfet_03v3,fs,-40,3.30,1.00u,1,ioff_vgs0,4.8113E-14,4.8113E-14
nfet_03v3,fs,-40,3.30,1.00u,2,ioff_vgs0,9.6226E-14,4.8113E-14
nfet_03v3,fs,-40,3.30,1.00u,4,ioff_vgs0,1.92452E-13,4.8113E-14
nfet_03v3,fs,-40,3.30,1.00u,8,ioff_vgs0,3.84904E-13,4.8113E-14
nfet_03v3,fs,-40,3.30,1.00u,16,ioff_vgs0,7.69808E-13,4.8113E-14
nfet_03v3,fs,-40,3.63,0.28u,1,ioff_vgs0,3.14489E-11,3.14489E-11
nfet_03v3,fs,-40,3.63,0.28u,2,ioff_vgs0,6.28979E-11,3.14489E-11
nfet_03v3,fs,-40,3.63,0.28u,4,ioff_vgs0,1.25796E-10,3.14489E-11
nfet_03v3,fs,-40,3.63,0.28u,8,ioff_vgs0,2.51592E-10,3.14489E-11
nfet_03v3,fs,-40,3.63,0.28u,16,ioff_vgs0,5.03183E-10,3.14489E-11
nfet_03v3,fs,-40,3.63,0.50u,1,ioff_vgs0,8.49309E-14,8.49309E-14
nfet_03v3,fs,-40,3.63,0.50u,2,ioff_vgs0,1.69862E-13,8.49309E-14
nfet_03v3,fs,-40,3.63,0.50u,4,ioff_vgs0,3.39724E-13,8.49309E-14
nfet_03v3,fs,-40,3.63,0.50u,8,ioff_vgs0,6.79447E-13,8.49309E-14
nfet_03v3,fs,-40,3.63,0.50u,16,ioff_vgs0,1.35889E-12,8.49309E-14
nfet_03v3,fs,-40,3.63,1.00u,1,ioff_vgs0,4.96876E-14,4.96876E-14
nfet_03v3,fs,-40,3.63,1.00u,2,ioff_vgs0,9.93751E-14,4.96876E-14
nfet_03v3,fs,-40,3.63,1.00u,4,ioff_vgs0,1.9875E-13,4.96876E-14
nfet_03v3,fs,-40,3.63,1.00u,8,ioff_vgs0,3.975E-13,4.96876E-14
nfet_03v3,fs,-40,3.63,1.00u,16,ioff_vgs0,7.95001E-13,4.96876E-14
nfet_03v3,fs,27,2.10,0.28u,1,ioff_vgs0,2.87351E-09,2.87351E-09
nfet_03v3,fs,27,2.10,0.28u,2,ioff_vgs0,5.74702E-09,2.87351E-09
nfet_03v3,fs,27,2.10,0.28u,4,ioff_vgs0,1.1494E-08,2.87351E-09
nfet_03v3,fs,27,2.10,0.28u,8,ioff_vgs0,2.29881E-08,2.87351E-09
nfet_03v3,fs,27,2.10,0.28u,16,ioff_vgs0,4.59762E-08,2.87351E-09
nfet_03v3,fs,27,2.10,0.50u,1,ioff_vgs0,6.80848E-11,6.80848E-11
nfet_03v3,fs,27,2.10,0.50u,2,ioff_vgs0,1.3617E-10,6.80848E-11
nfet_03v3,fs,27,2.10,0.50u,4,ioff_vgs0,2.72339E-10,6.80848E-11
nfet_03v3,fs,27,2.10,0.50u,8,ioff_vgs0,5.44679E-10,6.80848E-11
nfet_03v3,fs,27,2.10,0.50u,16,ioff_vgs0,1.08936E-09,6.80848E-11
nfet_03v3,fs,27,2.10,1.00u,1,ioff_vgs0,4.06428E-11,4.06428E-11
nfet_03v3,fs,27,2.10,1.00u,2,ioff_vgs0,8.12855E-11,4.06428E-11
nfet_03v3,fs,27,2.10,1.00u,4,ioff_vgs0,1.62571E-10,4.06428E-11
nfet_03v3,fs,27,2.10,1.00u,8,ioff_vgs0,3.25142E-10,4.06428E-11
nfet_03v3,fs,27,2.10,1.00u,16,ioff_vgs0,6.50284E-10,4.06428E-11
nfet_03v3,fs,27,2.97,0.28u,1,ioff_vgs0,6.18051E-09,6.18051E-09
nfet_03v3,fs,27,2.97,0.28u,2,ioff_vgs0,1.2361E-08,6.18051E-09
nfet_03v3,fs,27,2.97,0.28u,4,ioff_vgs0,2.47221E-08,6.18051E-09
nfet_03v3,fs,27,2.97,0.28u,8,ioff_vgs0,4.94441E-08,6.18051E-09
nfet_03v3,fs,27,2.97,0.28u,16,ioff_vgs0,9.88882E-08,6.18051E-09
nfet_03v3,fs,27,2.97,0.50u,1,ioff_vgs0,7.7178E-11,7.7178E-11
nfet_03v3,fs,27,2.97,0.50u,2,ioff_vgs0,1.54356E-10,7.7178E-11
nfet_03v3,fs,27,2.97,0.50u,4,ioff_vgs0,3.08712E-10,7.7178E-11
nfet_03v3,fs,27,2.97,0.50u,8,ioff_vgs0,6.17424E-10,7.7178E-11
nfet_03v3,fs,27,2.97,0.50u,16,ioff_vgs0,1.23485E-09,7.7178E-11
nfet_03v3,fs,27,2.97,1.00u,1,ioff_vgs0,4.33861E-11,4.33861E-11
nfet_03v3,fs,27,2.97,1.00u,2,ioff_vgs0,8.67722E-11,4.33861E-11
nfet_03v3,fs,27,2.97,1.00u,4,ioff_vgs0,1.73544E-10,4.33861E-11
nfet_03v3,fs,27,2.97,1.00u,8,ioff_vgs0,3.47089E-10,4.33861E-11
nfet_03v3,fs,27,2.97,1.00u,16,ioff_vgs0,6.94178E-10,4.33861E-11
nfet_03v3,fs,27,3.30,0.28u,1,ioff_vgs0,8.24411E-09,8.24411E-09
nfet_03v3,fs,27,3.30,0.28u,2,ioff_vgs0,1.64882E-08,8.24411E-09
nfet_03v3,fs,27,3.30,0.28u,4,ioff_vgs0,3.29764E-08,8.24411E-09
nfet_03v3,fs,27,3.30,0.28u,8,ioff_vgs0,6.59528E-08,8.24411E-09
nfet_03v3,fs,27,3.30,0.28u,16,ioff_vgs0,1.31906E-07,8.24411E-09
nfet_03v3,fs,27,3.30,0.50u,1,ioff_vgs0,8.10095E-11,8.10095E-11
nfet_03v3,fs,27,3.30,0.50u,2,ioff_vgs0,1.62019E-10,8.10095E-11
nfet_03v3,fs,27,3.30,0.50u,4,ioff_vgs0,3.24038E-10,8.10095E-11
nfet_03v3,fs,27,3.30,0.50u,8,ioff_vgs0,6.48076E-10,8.10095E-11
nfet_03v3,fs,27,3.30,0.50u,16,ioff_vgs0,1.29615E-09,8.10095E-11
nfet_03v3,fs,27,3.30,1.00u,1,ioff_vgs0,4.44961E-11,4.44961E-11
nfet_03v3,fs,27,3.30,1.00u,2,ioff_vgs0,8.89923E-11,4.44961E-11
nfet_03v3,fs,27,3.30,1.00u,4,ioff_vgs0,1.77985E-10,4.44961E-11
nfet_03v3,fs,27,3.30,1.00u,8,ioff_vgs0,3.55969E-10,4.44961E-11
nfet_03v3,fs,27,3.30,1.00u,16,ioff_vgs0,7.11938E-10,4.44961E-11
nfet_03v3,fs,27,3.63,0.28u,1,ioff_vgs0,1.10667E-08,1.10667E-08
nfet_03v3,fs,27,3.63,0.28u,2,ioff_vgs0,2.21334E-08,1.10667E-08
nfet_03v3,fs,27,3.63,0.28u,4,ioff_vgs0,4.42669E-08,1.10667E-08
nfet_03v3,fs,27,3.63,0.28u,8,ioff_vgs0,8.85338E-08,1.10667E-08
nfet_03v3,fs,27,3.63,0.28u,16,ioff_vgs0,1.77068E-07,1.10667E-08
nfet_03v3,fs,27,3.63,0.50u,1,ioff_vgs0,8.54137E-11,8.54137E-11
nfet_03v3,fs,27,3.63,0.50u,2,ioff_vgs0,1.70827E-10,8.54137E-11
nfet_03v3,fs,27,3.63,0.50u,4,ioff_vgs0,3.41655E-10,8.54137E-11
nfet_03v3,fs,27,3.63,0.50u,8,ioff_vgs0,6.8331E-10,8.54137E-11
nfet_03v3,fs,27,3.63,0.50u,16,ioff_vgs0,1.36662E-09,8.54137E-11
nfet_03v3,fs,27,3.63,1.00u,1,ioff_vgs0,4.57374E-11,4.57374E-11
nfet_03v3,fs,27,3.63,1.00u,2,ioff_vgs0,9.14748E-11,4.57374E-11
nfet_03v3,fs,27,3.63,1.00u,4,ioff_vgs0,1.8295E-10,4.57374E-11
nfet_03v3,fs,27,3.63,1.00u,8,ioff_vgs0,3.65899E-10,4.57374E-11
nfet_03v3,fs,27,3.63,1.00u,16,ioff_vgs0,7.31798E-10,4.57374E-11
nfet_03v3,fs,125,2.10,0.28u,1,ioff_vgs0,5.70224E-07,5.70224E-07
nfet_03v3,fs,125,2.10,0.28u,2,ioff_vgs0,1.14045E-06,5.70224E-07
nfet_03v3,fs,125,2.10,0.28u,4,ioff_vgs0,2.2809E-06,5.70224E-07
nfet_03v3,fs,125,2.10,0.28u,8,ioff_vgs0,4.56179E-06,5.70224E-07
nfet_03v3,fs,125,2.10,0.28u,16,ioff_vgs0,9.12358E-06,5.70224E-07
nfet_03v3,fs,125,2.10,0.50u,1,ioff_vgs0,2.66059E-08,2.66059E-08
nfet_03v3,fs,125,2.10,0.50u,2,ioff_vgs0,5.32118E-08,2.66059E-08
nfet_03v3,fs,125,2.10,0.50u,4,ioff_vgs0,1.06424E-07,2.66059E-08
nfet_03v3,fs,125,2.10,0.50u,8,ioff_vgs0,2.12847E-07,2.66059E-08
nfet_03v3,fs,125,2.10,0.50u,16,ioff_vgs0,4.25695E-07,2.66059E-08
nfet_03v3,fs,125,2.10,1.00u,1,ioff_vgs0,1.44371E-08,1.44371E-08
nfet_03v3,fs,125,2.10,1.00u,2,ioff_vgs0,2.88743E-08,1.44371E-08
nfet_03v3,fs,125,2.10,1.00u,4,ioff_vgs0,5.77485E-08,1.44371E-08
nfet_03v3,fs,125,2.10,1.00u,8,ioff_vgs0,1.15497E-07,1.44371E-08
nfet_03v3,fs,125,2.10,1.00u,16,ioff_vgs0,2.30994E-07,1.44371E-08
nfet_03v3,fs,125,2.97,0.28u,1,ioff_vgs0,1.03636E-06,1.03636E-06
nfet_03v3,fs,125,2.97,0.28u,2,ioff_vgs0,2.07272E-06,1.03636E-06
nfet_03v3,fs,125,2.97,0.28u,4,ioff_vgs0,4.14544E-06,1.03636E-06
nfet_03v3,fs,125,2.97,0.28u,8,ioff_vgs0,8.29088E-06,1.03636E-06
nfet_03v3,fs,125,2.97,0.28u,16,ioff_vgs0,1.65818E-05,1.03636E-06
nfet_03v3,fs,125,2.97,0.50u,1,ioff_vgs0,2.94265E-08,2.94265E-08
nfet_03v3,fs,125,2.97,0.50u,2,ioff_vgs0,5.8853E-08,2.94265E-08
nfet_03v3,fs,125,2.97,0.50u,4,ioff_vgs0,1.17706E-07,2.94265E-08
nfet_03v3,fs,125,2.97,0.50u,8,ioff_vgs0,2.35412E-07,2.94265E-08
nfet_03v3,fs,125,2.97,0.50u,16,ioff_vgs0,4.70824E-07,2.94265E-08
nfet_03v3,fs,125,2.97,1.00u,1,ioff_vgs0,1.521E-08,1.521E-08
nfet_03v3,fs,125,2.97,1.00u,2,ioff_vgs0,3.04201E-08,1.521E-08
nfet_03v3,fs,125,2.97,1.00u,4,ioff_vgs0,6.08402E-08,1.521E-08
nfet_03v3,fs,125,2.97,1.00u,8,ioff_vgs0,1.2168E-07,1.521E-08
nfet_03v3,fs,125,2.97,1.00u,16,ioff_vgs0,2.43361E-07,1.521E-08
nfet_03v3,fs,125,3.30,0.28u,1,ioff_vgs0,1.29855E-06,1.29855E-06
nfet_03v3,fs,125,3.30,0.28u,2,ioff_vgs0,2.5971E-06,1.29855E-06
nfet_03v3,fs,125,3.30,0.28u,4,ioff_vgs0,5.19421E-06,1.29855E-06
nfet_03v3,fs,125,3.30,0.28u,8,ioff_vgs0,1.03884E-05,1.29855E-06
nfet_03v3,fs,125,3.30,0.28u,16,ioff_vgs0,2.07768E-05,1.29855E-06
nfet_03v3,fs,125,3.30,0.50u,1,ioff_vgs0,3.06158E-08,3.06158E-08
nfet_03v3,fs,125,3.30,0.50u,2,ioff_vgs0,6.12316E-08,3.06158E-08
nfet_03v3,fs,125,3.30,0.50u,4,ioff_vgs0,1.22463E-07,3.06158E-08
nfet_03v3,fs,125,3.30,0.50u,8,ioff_vgs0,2.44927E-07,3.06158E-08
nfet_03v3,fs,125,3.30,0.50u,16,ioff_vgs0,4.89853E-07,3.06158E-08
nfet_03v3,fs,125,3.30,1.00u,1,ioff_vgs0,1.55261E-08,1.55261E-08
nfet_03v3,fs,125,3.30,1.00u,2,ioff_vgs0,3.10521E-08,1.55261E-08
nfet_03v3,fs,125,3.30,1.00u,4,ioff_vgs0,6.21043E-08,1.55261E-08
nfet_03v3,fs,125,3.30,1.00u,8,ioff_vgs0,1.24209E-07,1.55261E-08
nfet_03v3,fs,125,3.30,1.00u,16,ioff_vgs0,2.48417E-07,1.55261E-08
nfet_03v3,fs,125,3.63,0.28u,1,ioff_vgs0,1.63792E-06,1.63792E-06
nfet_03v3,fs,125,3.63,0.28u,2,ioff_vgs0,3.27584E-06,1.63792E-06
nfet_03v3,fs,125,3.63,0.28u,4,ioff_vgs0,6.55167E-06,1.63792E-06
nfet_03v3,fs,125,3.63,0.28u,8,ioff_vgs0,1.31033E-05,1.63792E-06
nfet_03v3,fs,125,3.63,0.28u,16,ioff_vgs0,2.62067E-05,1.63792E-06
nfet_03v3,fs,125,3.63,0.50u,1,ioff_vgs0,3.20007E-08,3.20007E-08
nfet_03v3,fs,125,3.63,0.50u,2,ioff_vgs0,6.40013E-08,3.20007E-08
nfet_03v3,fs,125,3.63,0.50u,4,ioff_vgs0,1.28003E-07,3.20007E-08
nfet_03v3,fs,125,3.63,0.50u,8,ioff_vgs0,2.56005E-07,3.20007E-08
nfet_03v3,fs,125,3.63,0.50u,16,ioff_vgs0,5.12011E-07,3.20007E-08
nfet_03v3,fs,125,3.63,1.00u,1,ioff_vgs0,1.58859E-08,1.58859E-08
nfet_03v3,fs,125,3.63,1.00u,2,ioff_vgs0,3.17718E-08,1.58859E-08
nfet_03v3,fs,125,3.63,1.00u,4,ioff_vgs0,6.35436E-08,1.58859E-08
nfet_03v3,fs,125,3.63,1.00u,8,ioff_vgs0,1.27087E-07,1.58859E-08
nfet_03v3,fs,125,3.63,1.00u,16,ioff_vgs0,2.54174E-07,1.58859E-08
nfet_03v3,sf,-40,2.10,0.28u,1,ioff_vgs0,2.48024E-14,2.48024E-14
nfet_03v3,sf,-40,2.10,0.28u,2,ioff_vgs0,4.96048E-14,2.48024E-14
nfet_03v3,sf,-40,2.10,0.28u,4,ioff_vgs0,9.92095E-14,2.48024E-14
nfet_03v3,sf,-40,2.10,0.28u,8,ioff_vgs0,1.98419E-13,2.48024E-14
nfet_03v3,sf,-40,2.10,0.28u,16,ioff_vgs0,3.96838E-13,2.48024E-14
nfet_03v3,sf,-40,2.10,0.50u,1,ioff_vgs0,2.94246E-16,2.94246E-16
nfet_03v3,sf,-40,2.10,0.50u,2,ioff_vgs0,5.88493E-16,2.94246E-16
nfet_03v3,sf,-40,2.10,0.50u,4,ioff_vgs0,1.17699E-15,2.94246E-16
nfet_03v3,sf,-40,2.10,0.50u,8,ioff_vgs0,2.35397E-15,2.94246E-16
nfet_03v3,sf,-40,2.10,0.50u,16,ioff_vgs0,4.70794E-15,2.94246E-16
nfet_03v3,sf,-40,2.10,1.00u,1,ioff_vgs0,2.00649E-16,2.00649E-16
nfet_03v3,sf,-40,2.10,1.00u,2,ioff_vgs0,4.01299E-16,2.00649E-16
nfet_03v3,sf,-40,2.10,1.00u,4,ioff_vgs0,8.02598E-16,2.00649E-16
nfet_03v3,sf,-40,2.10,1.00u,8,ioff_vgs0,1.6052E-15,2.00649E-16
nfet_03v3,sf,-40,2.10,1.00u,16,ioff_vgs0,3.21039E-15,2.00649E-16
nfet_03v3,sf,-40,2.97,0.28u,1,ioff_vgs0,5.57889E-14,5.57889E-14
nfet_03v3,sf,-40,2.97,0.28u,2,ioff_vgs0,1.11578E-13,5.57889E-14
nfet_03v3,sf,-40,2.97,0.28u,4,ioff_vgs0,2.23156E-13,5.57889E-14
nfet_03v3,sf,-40,2.97,0.28u,8,ioff_vgs0,4.46311E-13,5.57889E-14
nfet_03v3,sf,-40,2.97,0.28u,16,ioff_vgs0,8.92623E-13,5.57889E-14
nfet_03v3,sf,-40,2.97,0.50u,1,ioff_vgs0,3.40536E-16,3.40536E-16
nfet_03v3,sf,-40,2.97,0.50u,2,ioff_vgs0,6.81072E-16,3.40536E-16
nfet_03v3,sf,-40,2.97,0.50u,4,ioff_vgs0,1.36214E-15,3.40536E-16
nfet_03v3,sf,-40,2.97,0.50u,8,ioff_vgs0,2.72429E-15,3.40536E-16
nfet_03v3,sf,-40,2.97,0.50u,16,ioff_vgs0,5.44858E-15,3.40536E-16
nfet_03v3,sf,-40,2.97,1.00u,1,ioff_vgs0,2.17165E-16,2.17165E-16
nfet_03v3,sf,-40,2.97,1.00u,2,ioff_vgs0,4.3433E-16,2.17165E-16
nfet_03v3,sf,-40,2.97,1.00u,4,ioff_vgs0,8.68661E-16,2.17165E-16
nfet_03v3,sf,-40,2.97,1.00u,8,ioff_vgs0,1.73732E-15,2.17165E-16
nfet_03v3,sf,-40,2.97,1.00u,16,ioff_vgs0,3.47464E-15,2.17165E-16
nfet_03v3,sf,-40,3.30,0.28u,1,ioff_vgs0,7.55309E-14,7.55309E-14
nfet_03v3,sf,-40,3.30,0.28u,2,ioff_vgs0,1.51062E-13,7.55309E-14
nfet_03v3,sf,-40,3.30,0.28u,4,ioff_vgs0,3.02123E-13,7.55309E-14
nfet_03v3,sf,-40,3.30,0.28u,8,ioff_vgs0,6.04247E-13,7.55309E-14
nfet_03v3,sf,-40,3.30,0.28u,16,ioff_vgs0,1.20849E-12,7.55309E-14
nfet_03v3,sf,-40,3.30,0.50u,1,ioff_vgs0,3.59746E-16,3.59746E-16
nfet_03v3,sf,-40,3.30,0.50u,2,ioff_vgs0,7.19492E-16,3.59746E-16
nfet_03v3,sf,-40,3.30,0.50u,4,ioff_vgs0,1.43898E-15,3.59746E-16
nfet_03v3,sf,-40,3.30,0.50u,8,ioff_vgs0,2.87797E-15,3.59746E-16
nfet_03v3,sf,-40,3.30,0.50u,16,ioff_vgs0,5.75594E-15,3.59746E-16
nfet_03v3,sf,-40,3.30,1.00u,1,ioff_vgs0,2.2371E-16,2.2371E-16
nfet_03v3,sf,-40,3.30,1.00u,2,ioff_vgs0,4.47419E-16,2.2371E-16
nfet_03v3,sf,-40,3.30,1.00u,4,ioff_vgs0,8.94838E-16,2.2371E-16
nfet_03v3,sf,-40,3.30,1.00u,8,ioff_vgs0,1.78968E-15,2.2371E-16
nfet_03v3,sf,-40,3.30,1.00u,16,ioff_vgs0,3.57935E-15,2.2371E-16
nfet_03v3,sf,-40,3.63,0.28u,1,ioff_vgs0,1.02661E-13,1.02661E-13
nfet_03v3,sf,-40,3.63,0.28u,2,ioff_vgs0,2.05322E-13,1.02661E-13
nfet_03v3,sf,-40,3.63,0.28u,4,ioff_vgs0,4.10643E-13,1.02661E-13
nfet_03v3,sf,-40,3.63,0.28u,8,ioff_vgs0,8.21286E-13,1.02661E-13
nfet_03v3,sf,-40,3.63,0.28u,16,ioff_vgs0,1.64257E-12,1.02661E-13
nfet_03v3,sf,-40,3.63,0.50u,1,ioff_vgs0,3.81209E-16,3.81209E-16
nfet_03v3,sf,-40,3.63,0.50u,2,ioff_vgs0,7.62418E-16,3.81209E-16
nfet_03v3,sf,-40,3.63,0.50u,4,ioff_vgs0,1.52484E-15,3.81209E-16
nfet_03v3,sf,-40,3.63,0.50u,8,ioff_vgs0,3.04967E-15,3.81209E-16
nfet_03v3,sf,-40,3.63,0.50u,16,ioff_vgs0,6.09934E-15,3.81209E-16
nfet_03v3,sf,-40,3.63,1.00u,1,ioff_vgs0,2.30802E-16,2.30802E-16
nfet_03v3,sf,-40,3.63,1.00u,2,ioff_vgs0,4.61605E-16,2.30802E-16
nfet_03v3,sf,-40,3.63,1.00u,4,ioff_vgs0,9.23209E-16,2.30802E-16
nfet_03v3,sf,-40,3.63,1.00u,8,ioff_vgs0,1.84642E-15,2.30802E-16
nfet_03v3,sf,-40,3.63,1.00u,16,ioff_vgs0,3.69284E-15,2.30802E-16
nfet_03v3,sf,27,2.10,0.28u,1,ioff_vgs0,3.85073E-11,3.85073E-11
nfet_03v3,sf,27,2.10,0.28u,2,ioff_vgs0,7.70146E-11,3.85073E-11
nfet_03v3,sf,27,2.10,0.28u,4,ioff_vgs0,1.54029E-10,3.85073E-11
nfet_03v3,sf,27,2.10,0.28u,8,ioff_vgs0,3.08059E-10,3.85073E-11
nfet_03v3,sf,27,2.10,0.28u,16,ioff_vgs0,6.16117E-10,3.85073E-11
nfet_03v3,sf,27,2.10,0.50u,1,ioff_vgs0,9.87465E-13,9.87465E-13
nfet_03v3,sf,27,2.10,0.50u,2,ioff_vgs0,1.97493E-12,9.87465E-13
nfet_03v3,sf,27,2.10,0.50u,4,ioff_vgs0,3.94986E-12,9.87465E-13
nfet_03v3,sf,27,2.10,0.50u,8,ioff_vgs0,7.89972E-12,9.87465E-13
nfet_03v3,sf,27,2.10,0.50u,16,ioff_vgs0,1.57994E-11,9.87465E-13
nfet_03v3,sf,27,2.10,1.00u,1,ioff_vgs0,6.0365E-13,6.0365E-13
nfet_03v3,sf,27,2.10,1.00u,2,ioff_vgs0,1.2073E-12,6.0365E-13
nfet_03v3,sf,27,2.10,1.00u,4,ioff_vgs0,2.4146E-12,6.0365E-13
nfet_03v3,sf,27,2.10,1.00u,8,ioff_vgs0,4.8292E-12,6.0365E-13
nfet_03v3,sf,27,2.10,1.00u,16,ioff_vgs0,9.6584E-12,6.0365E-13
nfet_03v3,sf,27,2.97,0.28u,1,ioff_vgs0,7.4006E-11,7.4006E-11
nfet_03v3,sf,27,2.97,0.28u,2,ioff_vgs0,1.48012E-10,7.4006E-11
nfet_03v3,sf,27,2.97,0.28u,4,ioff_vgs0,2.96024E-10,7.4006E-11
nfet_03v3,sf,27,2.97,0.28u,8,ioff_vgs0,5.92048E-10,7.4006E-11
nfet_03v3,sf,27,2.97,0.28u,16,ioff_vgs0,1.1841E-09,7.4006E-11
nfet_03v3,sf,27,2.97,0.50u,1,ioff_vgs0,1.11448E-12,1.11448E-12
nfet_03v3,sf,27,2.97,0.50u,2,ioff_vgs0,2.22896E-12,1.11448E-12
nfet_03v3,sf,27,2.97,0.50u,4,ioff_vgs0,4.45791E-12,1.11448E-12
nfet_03v3,sf,27,2.97,0.50u,8,ioff_vgs0,8.91583E-12,1.11448E-12
nfet_03v3,sf,27,2.97,0.50u,16,ioff_vgs0,1.78317E-11,1.11448E-12
nfet_03v3,sf,27,2.97,1.00u,1,ioff_vgs0,6.44298E-13,6.44298E-13
nfet_03v3,sf,27,2.97,1.00u,2,ioff_vgs0,1.2886E-12,6.44298E-13
nfet_03v3,sf,27,2.97,1.00u,4,ioff_vgs0,2.57719E-12,6.44298E-13
nfet_03v3,sf,27,2.97,1.00u,8,ioff_vgs0,5.15439E-12,6.44298E-13
nfet_03v3,sf,27,2.97,1.00u,16,ioff_vgs0,1.03088E-11,6.44298E-13
nfet_03v3,sf,27,3.30,0.28u,1,ioff_vgs0,9.45391E-11,9.45391E-11
nfet_03v3,sf,27,3.30,0.28u,2,ioff_vgs0,1.89078E-10,9.45391E-11
nfet_03v3,sf,27,3.30,0.28u,4,ioff_vgs0,3.78156E-10,9.45391E-11
nfet_03v3,sf,27,3.30,0.28u,8,ioff_vgs0,7.56313E-10,9.45391E-11
nfet_03v3,sf,27,3.30,0.28u,16,ioff_vgs0,1.51263E-09,9.45391E-11
nfet_03v3,sf,27,3.30,0.50u,1,ioff_vgs0,1.16701E-12,1.16701E-12
nfet_03v3,sf,27,3.30,0.50u,2,ioff_vgs0,2.33402E-12,1.16701E-12
nfet_03v3,sf,27,3.30,0.50u,4,ioff_vgs0,4.66804E-12,1.16701E-12
nfet_03v3,sf,27,3.30,0.50u,8,ioff_vgs0,9.33609E-12,1.16701E-12
nfet_03v3,sf,27,3.30,0.50u,16,ioff_vgs0,1.86722E-11,1.16701E-12
nfet_03v3,sf,27,3.30,1.00u,1,ioff_vgs0,6.60504E-13,6.60504E-13
nfet_03v3,sf,27,3.30,1.00u,2,ioff_vgs0,1.32101E-12,6.60504E-13
nfet_03v3,sf,27,3.30,1.00u,4,ioff_vgs0,2.64202E-12,6.60504E-13
nfet_03v3,sf,27,3.30,1.00u,8,ioff_vgs0,5.28403E-12,6.60504E-13
nfet_03v3,sf,27,3.30,1.00u,16,ioff_vgs0,1.05681E-11,6.60504E-13
nfet_03v3,sf,27,3.63,0.28u,1,ioff_vgs0,1.21308E-10,1.21308E-10
nfet_03v3,sf,27,3.63,0.28u,2,ioff_vgs0,2.42616E-10,1.21308E-10
nfet_03v3,sf,27,3.63,0.28u,4,ioff_vgs0,4.85231E-10,1.21308E-10
nfet_03v3,sf,27,3.63,0.28u,8,ioff_vgs0,9.70462E-10,1.21308E-10
nfet_03v3,sf,27,3.63,0.28u,16,ioff_vgs0,1.94092E-09,1.21308E-10
nfet_03v3,sf,27,3.63,0.50u,1,ioff_vgs0,1.2261E-12,1.2261E-12
nfet_03v3,sf,27,3.63,0.50u,2,ioff_vgs0,2.4522E-12,1.2261E-12
nfet_03v3,sf,27,3.63,0.50u,4,ioff_vgs0,4.9044E-12,1.2261E-12
nfet_03v3,sf,27,3.63,0.50u,8,ioff_vgs0,9.80881E-12,1.2261E-12
nfet_03v3,sf,27,3.63,0.50u,16,ioff_vgs0,1.96176E-11,1.2261E-12
nfet_03v3,sf,27,3.63,1.00u,1,ioff_vgs0,6.78273E-13,6.78273E-13
nfet_03v3,sf,27,3.63,1.00u,2,ioff_vgs0,1.35655E-12,6.78273E-13
nfet_03v3,sf,27,3.63,1.00u,4,ioff_vgs0,2.71309E-12,6.78273E-13
nfet_03v3,sf,27,3.63,1.00u,8,ioff_vgs0,5.42618E-12,6.78273E-13
nfet_03v3,sf,27,3.63,1.00u,16,ioff_vgs0,1.08524E-11,6.78273E-13
nfet_03v3,sf,125,2.10,0.28u,1,ioff_vgs0,2.09025E-08,2.09025E-08
nfet_03v3,sf,125,2.10,0.28u,2,ioff_vgs0,4.18049E-08,2.09025E-08
nfet_03v3,sf,125,2.10,0.28u,4,ioff_vgs0,8.36098E-08,2.09025E-08
nfet_03v3,sf,125,2.10,0.28u,8,ioff_vgs0,1.6722E-07,2.09025E-08
nfet_03v3,sf,125,2.10,0.28u,16,ioff_vgs0,3.34439E-07,2.09025E-08
nfet_03v3,sf,125,2.10,0.50u,1,ioff_vgs0,1.04614E-09,1.04614E-09
nfet_03v3,sf,125,2.10,0.50u,2,ioff_vgs0,2.09228E-09,1.04614E-09
