device,corner,temp_c,vin_v,l_um,w_mm,metric,cgg_f,cgd_f,cgg_per_mm_f
pfet_05v0,ss,27,5.50,0.60u,1,cgg_at_vsd300mV,1.7221E-12,8.57802E-13,1.7221E-12
pfet_05v0,ss,27,5.50,0.60u,2,cgg_at_vsd300mV,3.44421E-12,1.7156E-12,1.7221E-12
pfet_05v0,ss,27,5.50,0.60u,4,cgg_at_vsd300mV,6.88841E-12,3.43121E-12,1.7221E-12
pfet_05v0,ss,27,5.50,0.60u,8,cgg_at_vsd300mV,1.37768E-11,6.86242E-12,1.7221E-12
pfet_05v0,ss,27,5.50,0.60u,16,cgg_at_vsd300mV,2.75536E-11,1.37248E-11,1.7221E-12
pfet_05v0,ss,27,5.50,1.00u,1,cgg_at_vsd300mV,2.48287E-12,1.23644E-12,2.48287E-12
pfet_05v0,ss,27,5.50,1.00u,2,cgg_at_vsd300mV,4.96574E-12,2.47288E-12,2.48287E-12
pfet_05v0,ss,27,5.50,1.00u,4,cgg_at_vsd300mV,9.93147E-12,4.94575E-12,2.48287E-12
pfet_05v0,ss,27,5.50,1.00u,8,cgg_at_vsd300mV,1.98629E-11,9.89151E-12,2.48287E-12
pfet_05v0,ss,27,5.50,1.00u,16,cgg_at_vsd300mV,3.97259E-11,1.9783E-11,2.48287E-12
pfet_05v0,ss,125,2.10,0.50u,1,cgg_at_vsd300mV,1.50741E-12,7.08989E-13,1.50741E-12
pfet_05v0,ss,125,2.10,0.50u,2,cgg_at_vsd300mV,3.01483E-12,1.41798E-12,1.50741E-12
pfet_05v0,ss,125,2.10,0.50u,4,cgg_at_vsd300mV,6.02965E-12,2.83596E-12,1.50741E-12
pfet_05v0,ss,125,2.10,0.50u,8,cgg_at_vsd300mV,1.20593E-11,5.67191E-12,1.50741E-12
pfet_05v0,ss,125,2.10,0.50u,16,cgg_at_vsd300mV,2.41186E-11,1.13438E-11,1.50741E-12
pfet_05v0,ss,125,2.10,0.60u,1,cgg_at_vsd300mV,1.68921E-12,7.91298E-13,1.68921E-12
pfet_05v0,ss,125,2.10,0.60u,2,cgg_at_vsd300mV,3.37841E-12,1.5826E-12,1.68921E-12
pfet_05v0,ss,125,2.10,0.60u,4,cgg_at_vsd300mV,6.75682E-12,3.16519E-12,1.68921E-12
pfet_05v0,ss,125,2.10,0.60u,8,cgg_at_vsd300mV,1.35136E-11,6.33038E-12,1.68921E-12
pfet_05v0,ss,125,2.10,0.60u,16,cgg_at_vsd300mV,2.70273E-11,1.26608E-11,1.68921E-12
pfet_05v0,ss,125,2.10,1.00u,1,cgg_at_vsd300mV,2.42812E-12,1.12786E-12,2.42812E-12
pfet_05v0,ss,125,2.10,1.00u,2,cgg_at_vsd300mV,4.85623E-12,2.25572E-12,2.42812E-12
pfet_05v0,ss,125,2.10,1.00u,4,cgg_at_vsd300mV,9.71247E-12,4.51145E-12,2.42812E-12
pfet_05v0,ss,125,2.10,1.00u,8,cgg_at_vsd300mV,1.94249E-11,9.02289E-12,2.42812E-12
pfet_05v0,ss,125,2.10,1.00u,16,cgg_at_vsd300mV,3.88499E-11,1.80458E-11,2.42812E-12
pfet_05v0,ss,125,2.97,0.50u,1,cgg_at_vsd300mV,1.52975E-12,7.51492E-13,1.52975E-12
pfet_05v0,ss,125,2.97,0.50u,2,cgg_at_vsd300mV,3.0595E-12,1.50298E-12,1.52975E-12
pfet_05v0,ss,125,2.97,0.50u,4,cgg_at_vsd300mV,6.119E-12,3.00597E-12,1.52975E-12
pfet_05v0,ss,125,2.97,0.50u,8,cgg_at_vsd300mV,1.2238E-11,6.01194E-12,1.52975E-12
pfet_05v0,ss,125,2.97,0.50u,16,cgg_at_vsd300mV,2.4476E-11,1.20239E-11,1.52975E-12
pfet_05v0,ss,125,2.97,0.60u,1,cgg_at_vsd300mV,1.71601E-12,8.42274E-13,1.71601E-12
pfet_05v0,ss,125,2.97,0.60u,2,cgg_at_vsd300mV,3.43202E-12,1.68455E-12,1.71601E-12
pfet_05v0,ss,125,2.97,0.60u,4,cgg_at_vsd300mV,6.86404E-12,3.3691E-12,1.71601E-12
pfet_05v0,ss,125,2.97,0.60u,8,cgg_at_vsd300mV,1.37281E-11,6.73819E-12,1.71601E-12
pfet_05v0,ss,125,2.97,0.60u,16,cgg_at_vsd300mV,2.74562E-11,1.34764E-11,1.71601E-12
pfet_05v0,ss,125,2.97,1.00u,1,cgg_at_vsd300mV,2.47249E-12,1.21144E-12,2.47249E-12
pfet_05v0,ss,125,2.97,1.00u,2,cgg_at_vsd300mV,4.94499E-12,2.42288E-12,2.47249E-12
pfet_05v0,ss,125,2.97,1.00u,4,cgg_at_vsd300mV,9.88997E-12,4.84577E-12,2.47249E-12
pfet_05v0,ss,125,2.97,1.00u,8,cgg_at_vsd300mV,1.97799E-11,9.69154E-12,2.47249E-12
pfet_05v0,ss,125,2.97,1.00u,16,cgg_at_vsd300mV,3.95599E-11,1.93831E-11,2.47249E-12
pfet_05v0,ss,125,3.30,0.50u,1,cgg_at_vsd300mV,1.53226E-12,7.56329E-13,1.53226E-12
pfet_05v0,ss,125,3.30,0.50u,2,cgg_at_vsd300mV,3.06452E-12,1.51266E-12,1.53226E-12
pfet_05v0,ss,125,3.30,0.50u,4,cgg_at_vsd300mV,6.12905E-12,3.02532E-12,1.53226E-12
pfet_05v0,ss,125,3.30,0.50u,8,cgg_at_vsd300mV,1.22581E-11,6.05063E-12,1.53226E-12
pfet_05v0,ss,125,3.30,0.50u,16,cgg_at_vsd300mV,2.45162E-11,1.21013E-11,1.53226E-12
pfet_05v0,ss,125,3.30,0.60u,1,cgg_at_vsd300mV,1.71901E-12,8.48017E-13,1.71901E-12
pfet_05v0,ss,125,3.30,0.60u,2,cgg_at_vsd300mV,3.43802E-12,1.69603E-12,1.71901E-12
pfet_05v0,ss,125,3.30,0.60u,4,cgg_at_vsd300mV,6.87605E-12,3.39207E-12,1.71901E-12
pfet_05v0,ss,125,3.30,0.60u,8,cgg_at_vsd300mV,1.37521E-11,6.78414E-12,1.71901E-12
pfet_05v0,ss,125,3.30,0.60u,16,cgg_at_vsd300mV,2.75042E-11,1.35683E-11,1.71901E-12
pfet_05v0,ss,125,3.30,1.00u,1,cgg_at_vsd300mV,2.47744E-12,1.22069E-12,2.47744E-12
pfet_05v0,ss,125,3.30,1.00u,2,cgg_at_vsd300mV,4.95487E-12,2.44139E-12,2.47744E-12
pfet_05v0,ss,125,3.30,1.00u,4,cgg_at_vsd300mV,9.90974E-12,4.88278E-12,2.47744E-12
pfet_05v0,ss,125,3.30,1.00u,8,cgg_at_vsd300mV,1.98195E-11,9.76555E-12,2.47744E-12
pfet_05v0,ss,125,3.30,1.00u,16,cgg_at_vsd300mV,3.9639E-11,1.95311E-11,2.47744E-12
pfet_05v0,ss,125,3.63,0.50u,1,cgg_at_vsd300mV,1.53359E-12,7.59285E-13,1.53359E-12
pfet_05v0,ss,125,3.63,0.50u,2,cgg_at_vsd300mV,3.06719E-12,1.51857E-12,1.53359E-12
pfet_05v0,ss,125,3.63,0.50u,4,cgg_at_vsd300mV,6.13438E-12,3.03714E-12,1.53359E-12
pfet_05v0,ss,125,3.63,0.50u,8,cgg_at_vsd300mV,1.22688E-11,6.07428E-12,1.53359E-12
pfet_05v0,ss,125,3.63,0.50u,16,cgg_at_vsd300mV,2.45375E-11,1.21486E-11,1.53359E-12
pfet_05v0,ss,125,3.63,0.60u,1,cgg_at_vsd300mV,1.72061E-12,8.5152E-13,1.72061E-12
pfet_05v0,ss,125,3.63,0.60u,2,cgg_at_vsd300mV,3.44122E-12,1.70304E-12,1.72061E-12
pfet_05v0,ss,125,3.63,0.60u,4,cgg_at_vsd300mV,6.88244E-12,3.40608E-12,1.72061E-12
pfet_05v0,ss,125,3.63,0.60u,8,cgg_at_vsd300mV,1.37649E-11,6.81216E-12,1.72061E-12
pfet_05v0,ss,125,3.63,0.60u,16,cgg_at_vsd300mV,2.75298E-11,1.36243E-11,1.72061E-12
pfet_05v0,ss,125,3.63,1.00u,1,cgg_at_vsd300mV,2.48009E-12,1.22632E-12,2.48009E-12
pfet_05v0,ss,125,3.63,1.00u,2,cgg_at_vsd300mV,4.96018E-12,2.45263E-12,2.48009E-12
pfet_05v0,ss,125,3.63,1.00u,4,cgg_at_vsd300mV,9.92036E-12,4.90527E-12,2.48009E-12
pfet_05v0,ss,125,3.63,1.00u,8,cgg_at_vsd300mV,1.98407E-11,9.81054E-12,2.48009E-12
pfet_05v0,ss,125,3.63,1.00u,16,cgg_at_vsd300mV,3.96814E-11,1.96211E-11,2.48009E-12
pfet_05v0,ss,125,4.50,0.50u,1,cgg_at_vsd300mV,1.53406E-12,7.62721E-13,1.53406E-12
pfet_05v0,ss,125,4.50,0.50u,2,cgg_at_vsd300mV,3.06812E-12,1.52544E-12,1.53406E-12
pfet_05v0,ss,125,4.50,0.50u,4,cgg_at_vsd300mV,6.13624E-12,3.05089E-12,1.53406E-12
pfet_05v0,ss,125,4.50,0.50u,8,cgg_at_vsd300mV,1.22725E-11,6.10177E-12,1.53406E-12
pfet_05v0,ss,125,4.50,0.50u,16,cgg_at_vsd300mV,2.4545E-11,1.22035E-11,1.53406E-12
pfet_05v0,ss,125,4.50,0.60u,1,cgg_at_vsd300mV,1.72122E-12,8.55592E-13,1.72122E-12
pfet_05v0,ss,125,4.50,0.60u,2,cgg_at_vsd300mV,3.44243E-12,1.71118E-12,1.72122E-12
pfet_05v0,ss,125,4.50,0.60u,4,cgg_at_vsd300mV,6.88487E-12,3.42237E-12,1.72122E-12
pfet_05v0,ss,125,4.50,0.60u,8,cgg_at_vsd300mV,1.37697E-11,6.84473E-12,1.72122E-12
pfet_05v0,ss,125,4.50,0.60u,16,cgg_at_vsd300mV,2.75395E-11,1.36895E-11,1.72122E-12
pfet_05v0,ss,125,4.50,1.00u,1,cgg_at_vsd300mV,2.48123E-12,1.23283E-12,2.48123E-12
pfet_05v0,ss,125,4.50,1.00u,2,cgg_at_vsd300mV,4.96246E-12,2.46567E-12,2.48123E-12
pfet_05v0,ss,125,4.50,1.00u,4,cgg_at_vsd300mV,9.92492E-12,4.93134E-12,2.48123E-12
pfet_05v0,ss,125,4.50,1.00u,8,cgg_at_vsd300mV,1.98498E-11,9.86268E-12,2.48123E-12
pfet_05v0,ss,125,4.50,1.00u,16,cgg_at_vsd300mV,3.96997E-11,1.97254E-11,2.48123E-12
pfet_05v0,ss,125,5.00,0.50u,1,cgg_at_vsd300mV,1.53321E-12,7.63265E-13,1.53321E-12
pfet_05v0,ss,125,5.00,0.50u,2,cgg_at_vsd300mV,3.06642E-12,1.52653E-12,1.53321E-12
pfet_05v0,ss,125,5.00,0.50u,4,cgg_at_vsd300mV,6.13284E-12,3.05306E-12,1.53321E-12
pfet_05v0,ss,125,5.00,0.50u,8,cgg_at_vsd300mV,1.22657E-11,6.10612E-12,1.53321E-12
pfet_05v0,ss,125,5.00,0.50u,16,cgg_at_vsd300mV,2.45314E-11,1.22122E-11,1.53321E-12
pfet_05v0,ss,125,5.00,0.60u,1,cgg_at_vsd300mV,1.72025E-12,8.56241E-13,1.72025E-12
pfet_05v0,ss,125,5.00,0.60u,2,cgg_at_vsd300mV,3.44049E-12,1.71248E-12,1.72025E-12
pfet_05v0,ss,125,5.00,0.60u,4,cgg_at_vsd300mV,6.88098E-12,3.42496E-12,1.72025E-12
pfet_05v0,ss,125,5.00,0.60u,8,cgg_at_vsd300mV,1.3762E-11,6.84992E-12,1.72025E-12
pfet_05v0,ss,125,5.00,0.60u,16,cgg_at_vsd300mV,2.75239E-11,1.36998E-11,1.72025E-12
pfet_05v0,ss,125,5.00,1.00u,1,cgg_at_vsd300mV,2.47975E-12,1.23388E-12,2.47975E-12
pfet_05v0,ss,125,5.00,1.00u,2,cgg_at_vsd300mV,4.95951E-12,2.46775E-12,2.47975E-12
pfet_05v0,ss,125,5.00,1.00u,4,cgg_at_vsd300mV,9.91902E-12,4.9355E-12,2.47975E-12
pfet_05v0,ss,125,5.00,1.00u,8,cgg_at_vsd300mV,1.9838E-11,9.871E-12,2.47975E-12
pfet_05v0,ss,125,5.00,1.00u,16,cgg_at_vsd300mV,3.96761E-11,1.9742E-11,2.47975E-12
pfet_05v0,ss,125,5.50,0.50u,1,cgg_at_vsd300mV,1.5319E-12,7.63273E-13,1.5319E-12
pfet_05v0,ss,125,5.50,0.50u,2,cgg_at_vsd300mV,3.06379E-12,1.52655E-12,1.5319E-12
pfet_05v0,ss,125,5.50,0.50u,4,cgg_at_vsd300mV,6.12758E-12,3.05309E-12,1.5319E-12
pfet_05v0,ss,125,5.50,0.50u,8,cgg_at_vsd300mV,1.22552E-11,6.10618E-12,1.5319E-12
pfet_05v0,ss,125,5.50,0.50u,16,cgg_at_vsd300mV,2.45103E-11,1.22124E-11,1.5319E-12
pfet_05v0,ss,125,5.50,0.60u,1,cgg_at_vsd300mV,1.71873E-12,8.56258E-13,1.71873E-12
pfet_05v0,ss,125,5.50,0.60u,2,cgg_at_vsd300mV,3.43745E-12,1.71252E-12,1.71873E-12
pfet_05v0,ss,125,5.50,0.60u,4,cgg_at_vsd300mV,6.87491E-12,3.42503E-12,1.71873E-12
pfet_05v0,ss,125,5.50,0.60u,8,cgg_at_vsd300mV,1.37498E-11,6.85007E-12,1.71873E-12
pfet_05v0,ss,125,5.50,0.60u,16,cgg_at_vsd300mV,2.74996E-11,1.37001E-11,1.71873E-12
pfet_05v0,ss,125,5.50,1.00u,1,cgg_at_vsd300mV,2.4774E-12,1.23391E-12,2.4774E-12
pfet_05v0,ss,125,5.50,1.00u,2,cgg_at_vsd300mV,4.95479E-12,2.46782E-12,2.4774E-12
pfet_05v0,ss,125,5.50,1.00u,4,cgg_at_vsd300mV,9.90959E-12,4.93564E-12,2.4774E-12
pfet_05v0,ss,125,5.50,1.00u,8,cgg_at_vsd300mV,1.98192E-11,9.87128E-12,2.4774E-12
pfet_05v0,ss,125,5.50,1.00u,16,cgg_at_vsd300mV,3.96383E-11,1.97426E-11,2.4774E-12
pfet_05v0,fs,-40,2.10,0.50u,1,cgg_at_vsd300mV,1.47201E-12,6.70362E-13,1.47201E-12
pfet_05v0,fs,-40,2.10,0.50u,2,cgg_at_vsd300mV,2.94402E-12,1.34072E-12,1.47201E-12
pfet_05v0,fs,-40,2.10,0.50u,4,cgg_at_vsd300mV,5.88804E-12,2.68145E-12,1.47201E-12
pfet_05v0,fs,-40,2.10,0.50u,8,cgg_at_vsd300mV,1.17761E-11,5.3629E-12,1.47201E-12
pfet_05v0,fs,-40,2.10,0.50u,16,cgg_at_vsd300mV,2.35522E-11,1.07258E-11,1.47201E-12
pfet_05v0,fs,-40,2.10,0.60u,1,cgg_at_vsd300mV,1.65719E-12,7.50315E-13,1.65719E-12
pfet_05v0,fs,-40,2.10,0.60u,2,cgg_at_vsd300mV,3.31439E-12,1.50063E-12,1.65719E-12
pfet_05v0,fs,-40,2.10,0.60u,4,cgg_at_vsd300mV,6.62877E-12,3.00126E-12,1.65719E-12
pfet_05v0,fs,-40,2.10,0.60u,8,cgg_at_vsd300mV,1.32575E-11,6.00252E-12,1.65719E-12
pfet_05v0,fs,-40,2.10,0.60u,16,cgg_at_vsd300mV,2.65151E-11,1.2005E-11,1.65719E-12
pfet_05v0,fs,-40,2.10,1.00u,1,cgg_at_vsd300mV,2.41166E-12,1.07931E-12,2.41166E-12
pfet_05v0,fs,-40,2.10,1.00u,2,cgg_at_vsd300mV,4.82331E-12,2.15862E-12,2.41166E-12
pfet_05v0,fs,-40,2.10,1.00u,4,cgg_at_vsd300mV,9.64662E-12,4.31723E-12,2.41166E-12
pfet_05v0,fs,-40,2.10,1.00u,8,cgg_at_vsd300mV,1.92932E-11,8.63446E-12,2.41166E-12
pfet_05v0,fs,-40,2.10,1.00u,16,cgg_at_vsd300mV,3.85865E-11,1.72689E-11,2.41166E-12
pfet_05v0,fs,-40,2.97,0.50u,1,cgg_at_vsd300mV,1.50099E-12,7.34544E-13,1.50099E-12
pfet_05v0,fs,-40,2.97,0.50u,2,cgg_at_vsd300mV,3.00197E-12,1.46909E-12,1.50099E-12
pfet_05v0,fs,-40,2.97,0.50u,4,cgg_at_vsd300mV,6.00395E-12,2.93818E-12,1.50099E-12
pfet_05v0,fs,-40,2.97,0.50u,8,cgg_at_vsd300mV,1.20079E-11,5.87635E-12,1.50099E-12
pfet_05v0,fs,-40,2.97,0.50u,16,cgg_at_vsd300mV,2.40158E-11,1.17527E-11,1.50099E-12
pfet_05v0,fs,-40,2.97,0.60u,1,cgg_at_vsd300mV,1.69196E-12,8.27189E-13,1.69196E-12
pfet_05v0,fs,-40,2.97,0.60u,2,cgg_at_vsd300mV,3.38392E-12,1.65438E-12,1.69196E-12
pfet_05v0,fs,-40,2.97,0.60u,4,cgg_at_vsd300mV,6.76783E-12,3.30876E-12,1.69196E-12
pfet_05v0,fs,-40,2.97,0.60u,8,cgg_at_vsd300mV,1.35357E-11,6.61751E-12,1.69196E-12
pfet_05v0,fs,-40,2.97,0.60u,16,cgg_at_vsd300mV,2.70713E-11,1.3235E-11,1.69196E-12
pfet_05v0,fs,-40,2.97,1.00u,1,cgg_at_vsd300mV,2.46907E-12,1.20476E-12,2.46907E-12
pfet_05v0,fs,-40,2.97,1.00u,2,cgg_at_vsd300mV,4.93813E-12,2.40952E-12,2.46907E-12
pfet_05v0,fs,-40,2.97,1.00u,4,cgg_at_vsd300mV,9.87627E-12,4.81903E-12,2.46907E-12
pfet_05v0,fs,-40,2.97,1.00u,8,cgg_at_vsd300mV,1.97525E-11,9.63807E-12,2.46907E-12
pfet_05v0,fs,-40,2.97,1.00u,16,cgg_at_vsd300mV,3.95051E-11,1.92761E-11,2.46907E-12
pfet_05v0,fs,-40,3.30,0.50u,1,cgg_at_vsd300mV,1.50327E-12,7.40362E-13,1.50327E-12
pfet_05v0,fs,-40,3.30,0.50u,2,cgg_at_vsd300mV,3.00654E-12,1.48072E-12,1.50327E-12
pfet_05v0,fs,-40,3.30,0.50u,4,cgg_at_vsd300mV,6.01307E-12,2.96145E-12,1.50327E-12
pfet_05v0,fs,-40,3.30,0.50u,8,cgg_at_vsd300mV,1.20261E-11,5.9229E-12,1.50327E-12
pfet_05v0,fs,-40,3.30,0.50u,16,cgg_at_vsd300mV,2.40523E-11,1.18458E-11,1.50327E-12
pfet_05v0,fs,-40,3.30,0.60u,1,cgg_at_vsd300mV,1.69468E-12,8.34092E-13,1.69468E-12
pfet_05v0,fs,-40,3.30,0.60u,2,cgg_at_vsd300mV,3.38936E-12,1.66818E-12,1.69468E-12
pfet_05v0,fs,-40,3.30,0.60u,4,cgg_at_vsd300mV,6.77872E-12,3.33637E-12,1.69468E-12
pfet_05v0,fs,-40,3.30,0.60u,8,cgg_at_vsd300mV,1.35574E-11,6.67274E-12,1.69468E-12
pfet_05v0,fs,-40,3.30,0.60u,16,cgg_at_vsd300mV,2.71149E-11,1.33455E-11,1.69468E-12
pfet_05v0,fs,-40,3.30,1.00u,1,cgg_at_vsd300mV,2.47352E-12,1.21585E-12,2.47352E-12
pfet_05v0,fs,-40,3.30,1.00u,2,cgg_at_vsd300mV,4.94704E-12,2.4317E-12,2.47352E-12
pfet_05v0,fs,-40,3.30,1.00u,4,cgg_at_vsd300mV,9.89409E-12,4.8634E-12,2.47352E-12
pfet_05v0,fs,-40,3.30,1.00u,8,cgg_at_vsd300mV,1.97882E-11,9.7268E-12,2.47352E-12
pfet_05v0,fs,-40,3.30,1.00u,16,cgg_at_vsd300mV,3.95764E-11,1.94536E-11,2.47352E-12
pfet_05v0,fs,-40,3.63,0.50u,1,cgg_at_vsd300mV,1.50421E-12,7.43687E-13,1.50421E-12
pfet_05v0,fs,-40,3.63,0.50u,2,cgg_at_vsd300mV,3.00842E-12,1.48737E-12,1.50421E-12
pfet_05v0,fs,-40,3.63,0.50u,4,cgg_at_vsd300mV,6.01684E-12,2.97475E-12,1.50421E-12
pfet_05v0,fs,-40,3.63,0.50u,8,cgg_at_vsd300mV,1.20337E-11,5.94949E-12,1.50421E-12
pfet_05v0,fs,-40,3.63,0.50u,16,cgg_at_vsd300mV,2.40674E-11,1.1899E-11,1.50421E-12
pfet_05v0,fs,-40,3.63,0.60u,1,cgg_at_vsd300mV,1.69581E-12,8.38029E-13,1.69581E-12
pfet_05v0,fs,-40,3.63,0.60u,2,cgg_at_vsd300mV,3.39161E-12,1.67606E-12,1.69581E-12
pfet_05v0,fs,-40,3.63,0.60u,4,cgg_at_vsd300mV,6.78323E-12,3.35211E-12,1.69581E-12
pfet_05v0,fs,-40,3.63,0.60u,8,cgg_at_vsd300mV,1.35665E-11,6.70423E-12,1.69581E-12
pfet_05v0,fs,-40,3.63,0.60u,16,cgg_at_vsd300mV,2.71329E-11,1.34085E-11,1.69581E-12
pfet_05v0,fs,-40,3.63,1.00u,1,cgg_at_vsd300mV,2.47537E-12,1.22215E-12,2.47537E-12
pfet_05v0,fs,-40,3.63,1.00u,2,cgg_at_vsd300mV,4.95075E-12,2.4443E-12,2.47537E-12
pfet_05v0,fs,-40,3.63,1.00u,4,cgg_at_vsd300mV,9.9015E-12,4.8886E-12,2.47537E-12
pfet_05v0,fs,-40,3.63,1.00u,8,cgg_at_vsd300mV,1.9803E-11,9.77719E-12,2.47537E-12
pfet_05v0,fs,-40,3.63,1.00u,16,cgg_at_vsd300mV,3.9606E-11,1.95544E-11,2.47537E-12
pfet_05v0,fs,-40,4.50,0.50u,1,cgg_at_vsd300mV,1.50358E-12,7.47167E-13,1.50358E-12
pfet_05v0,fs,-40,4.50,0.50u,2,cgg_at_vsd300mV,3.00717E-12,1.49433E-12,1.50358E-12
pfet_05v0,fs,-40,4.50,0.50u,4,cgg_at_vsd300mV,6.01434E-12,2.98867E-12,1.50358E-12
pfet_05v0,fs,-40,4.50,0.50u,8,cgg_at_vsd300mV,1.20287E-11,5.97733E-12,1.50358E-12
pfet_05v0,fs,-40,4.50,0.50u,16,cgg_at_vsd300mV,2.40574E-11,1.19547E-11,1.50358E-12
pfet_05v0,fs,-40,4.50,0.60u,1,cgg_at_vsd300mV,1.69509E-12,8.42141E-13,1.69509E-12
pfet_05v0,fs,-40,4.50,0.60u,2,cgg_at_vsd300mV,3.39019E-12,1.68428E-12,1.69509E-12
pfet_05v0,fs,-40,4.50,0.60u,4,cgg_at_vsd300mV,6.78037E-12,3.36856E-12,1.69509E-12
pfet_05v0,fs,-40,4.50,0.60u,8,cgg_at_vsd300mV,1.35607E-11,6.73713E-12,1.69509E-12
pfet_05v0,fs,-40,4.50,0.60u,16,cgg_at_vsd300mV,2.71215E-11,1.34743E-11,1.69509E-12
pfet_05v0,fs,-40,4.50,1.00u,1,cgg_at_vsd300mV,2.47427E-12,1.22868E-12,2.47427E-12
pfet_05v0,fs,-40,4.50,1.00u,2,cgg_at_vsd300mV,4.94855E-12,2.45736E-12,2.47427E-12
pfet_05v0,fs,-40,4.50,1.00u,4,cgg_at_vsd300mV,9.89709E-12,4.91473E-12,2.47427E-12
pfet_05v0,fs,-40,4.50,1.00u,8,cgg_at_vsd300mV,1.97942E-11,9.82945E-12,2.47427E-12
pfet_05v0,fs,-40,4.50,1.00u,16,cgg_at_vsd300mV,3.95884E-11,1.96589E-11,2.47427E-12
pfet_05v0,fs,-40,5.00,0.50u,1,cgg_at_vsd300mV,1.50219E-12,7.47563E-13,1.50219E-12
pfet_05v0,fs,-40,5.00,0.50u,2,cgg_at_vsd300mV,3.00437E-12,1.49513E-12,1.50219E-12
pfet_05v0,fs,-40,5.00,0.50u,4,cgg_at_vsd300mV,6.00875E-12,2.99025E-12,1.50219E-12
pfet_05v0,fs,-40,5.00,0.50u,8,cgg_at_vsd300mV,1.20175E-11,5.9805E-12,1.50219E-12
pfet_05v0,fs,-40,5.00,0.50u,16,cgg_at_vsd300mV,2.4035E-11,1.1961E-11,1.50219E-12
pfet_05v0,fs,-40,5.00,0.60u,1,cgg_at_vsd300mV,1.69346E-12,8.42608E-13,1.69346E-12
pfet_05v0,fs,-40,5.00,0.60u,2,cgg_at_vsd300mV,3.38691E-12,1.68522E-12,1.69346E-12
pfet_05v0,fs,-40,5.00,0.60u,4,cgg_at_vsd300mV,6.77382E-12,3.37043E-12,1.69346E-12
pfet_05v0,fs,-40,5.00,0.60u,8,cgg_at_vsd300mV,1.35476E-11,6.74086E-12,1.69346E-12
pfet_05v0,fs,-40,5.00,0.60u,16,cgg_at_vsd300mV,2.70953E-11,1.34817E-11,1.69346E-12
pfet_05v0,fs,-40,5.00,1.00u,1,cgg_at_vsd300mV,2.47165E-12,1.2294E-12,2.47165E-12
pfet_05v0,fs,-40,5.00,1.00u,2,cgg_at_vsd300mV,4.94331E-12,2.4588E-12,2.47165E-12
pfet_05v0,fs,-40,5.00,1.00u,4,cgg_at_vsd300mV,9.88662E-12,4.9176E-12,2.47165E-12
pfet_05v0,fs,-40,5.00,1.00u,8,cgg_at_vsd300mV,1.97732E-11,9.8352E-12,2.47165E-12
pfet_05v0,fs,-40,5.00,1.00u,16,cgg_at_vsd300mV,3.95465E-11,1.96704E-11,2.47165E-12
pfet_05v0,fs,-40,5.50,0.50u,1,cgg_at_vsd300mV,1.50039E-12,7.47401E-13,1.50039E-12
pfet_05v0,fs,-40,5.50,0.50u,2,cgg_at_vsd300mV,3.00079E-12,1.4948E-12,1.50039E-12
pfet_05v0,fs,-40,5.50,0.50u,4,cgg_at_vsd300mV,6.00157E-12,2.9896E-12,1.50039E-12
pfet_05v0,fs,-40,5.50,0.50u,8,cgg_at_vsd300mV,1.20031E-11,5.97921E-12,1.50039E-12
pfet_05v0,fs,-40,5.50,0.50u,16,cgg_at_vsd300mV,2.40063E-11,1.19584E-11,1.50039E-12
pfet_05v0,fs,-40,5.50,0.60u,1,cgg_at_vsd300mV,1.69135E-12,8.42418E-13,1.69135E-12
pfet_05v0,fs,-40,5.50,0.60u,2,cgg_at_vsd300mV,3.3827E-12,1.68484E-12,1.69135E-12
pfet_05v0,fs,-40,5.50,0.60u,4,cgg_at_vsd300mV,6.76541E-12,3.36967E-12,1.69135E-12
pfet_05v0,fs,-40,5.50,0.60u,8,cgg_at_vsd300mV,1.35308E-11,6.73935E-12,1.69135E-12
pfet_05v0,fs,-40,5.50,0.60u,16,cgg_at_vsd300mV,2.70616E-11,1.34787E-11,1.69135E-12
pfet_05v0,fs,-40,5.50,1.00u,1,cgg_at_vsd300mV,2.46828E-12,1.22907E-12,2.46828E-12
pfet_05v0,fs,-40,5.50,1.00u,2,cgg_at_vsd300mV,4.93657E-12,2.45814E-12,2.46828E-12
pfet_05v0,fs,-40,5.50,1.00u,4,cgg_at_vsd300mV,9.87314E-12,4.91629E-12,2.46828E-12
pfet_05v0,fs,-40,5.50,1.00u,8,cgg_at_vsd300mV,1.97463E-11,9.83257E-12,2.46828E-12
pfet_05v0,fs,-40,5.50,1.00u,16,cgg_at_vsd300mV,3.94925E-11,1.96651E-11,2.46828E-12
pfet_05v0,fs,27,2.10,0.50u,1,cgg_at_vsd300mV,1.47395E-12,6.83963E-13,1.47395E-12
pfet_05v0,fs,27,2.10,0.50u,2,cgg_at_vsd300mV,2.94789E-12,1.36793E-12,1.47395E-12
pfet_05v0,fs,27,2.10,0.50u,4,cgg_at_vsd300mV,5.89578E-12,2.73585E-12,1.47395E-12
pfet_05v0,fs,27,2.10,0.50u,8,cgg_at_vsd300mV,1.17916E-11,5.4717E-12,1.47395E-12
pfet_05v0,fs,27,2.10,0.50u,16,cgg_at_vsd300mV,2.35831E-11,1.09434E-11,1.47395E-12
pfet_05v0,fs,27,2.10,0.60u,1,cgg_at_vsd300mV,1.65936E-12,7.66211E-13,1.65936E-12
pfet_05v0,fs,27,2.10,0.60u,2,cgg_at_vsd300mV,3.31873E-12,1.53242E-12,1.65936E-12
