device,corner,temp_c,vin_v,l_um,w_mm,metric,ioff_a,ioff_per_mm_a
pfet_05v0,sf,-40,4.50,0.60u,16,ioff_vgs0,2.68015E-09,1.67509E-10
pfet_05v0,sf,-40,4.50,1.00u,1,ioff_vgs0,1.61152E-10,1.61152E-10
pfet_05v0,sf,-40,4.50,1.00u,2,ioff_vgs0,3.22305E-10,1.61152E-10
pfet_05v0,sf,-40,4.50,1.00u,4,ioff_vgs0,6.44609E-10,1.61152E-10
pfet_05v0,sf,-40,4.50,1.00u,8,ioff_vgs0,1.28922E-09,1.61152E-10
pfet_05v0,sf,-40,4.50,1.00u,16,ioff_vgs0,2.57844E-09,1.61152E-10
pfet_05v0,sf,-40,5.00,0.50u,1,ioff_vgs0,1.90454E-10,1.90454E-10
pfet_05v0,sf,-40,5.00,0.50u,2,ioff_vgs0,3.80907E-10,1.90454E-10
pfet_05v0,sf,-40,5.00,0.50u,4,ioff_vgs0,7.61814E-10,1.90454E-10
pfet_05v0,sf,-40,5.00,0.50u,8,ioff_vgs0,1.52363E-09,1.90454E-10
pfet_05v0,sf,-40,5.00,0.50u,16,ioff_vgs0,3.04726E-09,1.90454E-10
pfet_05v0,sf,-40,5.00,0.60u,1,ioff_vgs0,1.86381E-10,1.86381E-10
pfet_05v0,sf,-40,5.00,0.60u,2,ioff_vgs0,3.72762E-10,1.86381E-10
pfet_05v0,sf,-40,5.00,0.60u,4,ioff_vgs0,7.45523E-10,1.86381E-10
pfet_05v0,sf,-40,5.00,0.60u,8,ioff_vgs0,1.49105E-09,1.86381E-10
pfet_05v0,sf,-40,5.00,0.60u,16,ioff_vgs0,2.98209E-09,1.86381E-10
pfet_05v0,sf,-40,5.00,1.00u,1,ioff_vgs0,1.79304E-10,1.79304E-10
pfet_05v0,sf,-40,5.00,1.00u,2,ioff_vgs0,3.58608E-10,1.79304E-10
pfet_05v0,sf,-40,5.00,1.00u,4,ioff_vgs0,7.17217E-10,1.79304E-10
pfet_05v0,sf,-40,5.00,1.00u,8,ioff_vgs0,1.43443E-09,1.79304E-10
pfet_05v0,sf,-40,5.00,1.00u,16,ioff_vgs0,2.86887E-09,1.79304E-10
pfet_05v0,sf,-40,5.50,0.50u,1,ioff_vgs0,2.09706E-10,2.09706E-10
pfet_05v0,sf,-40,5.50,0.50u,2,ioff_vgs0,4.19412E-10,2.09706E-10
pfet_05v0,sf,-40,5.50,0.50u,4,ioff_vgs0,8.38824E-10,2.09706E-10
pfet_05v0,sf,-40,5.50,0.50u,8,ioff_vgs0,1.67765E-09,2.09706E-10
pfet_05v0,sf,-40,5.50,0.50u,16,ioff_vgs0,3.3553E-09,2.09706E-10
pfet_05v0,sf,-40,5.50,0.60u,1,ioff_vgs0,2.0522E-10,2.0522E-10
pfet_05v0,sf,-40,5.50,0.60u,2,ioff_vgs0,4.1044E-10,2.0522E-10
pfet_05v0,sf,-40,5.50,0.60u,4,ioff_vgs0,8.20879E-10,2.0522E-10
pfet_05v0,sf,-40,5.50,0.60u,8,ioff_vgs0,1.64176E-09,2.0522E-10
pfet_05v0,sf,-40,5.50,0.60u,16,ioff_vgs0,3.28352E-09,2.0522E-10
pfet_05v0,sf,-40,5.50,1.00u,1,ioff_vgs0,1.97425E-10,1.97425E-10
pfet_05v0,sf,-40,5.50,1.00u,2,ioff_vgs0,3.9485E-10,1.97425E-10
pfet_05v0,sf,-40,5.50,1.00u,4,ioff_vgs0,7.897E-10,1.97425E-10
pfet_05v0,sf,-40,5.50,1.00u,8,ioff_vgs0,1.5794E-09,1.97425E-10
pfet_05v0,sf,-40,5.50,1.00u,16,ioff_vgs0,3.1588E-09,1.97425E-10
pfet_05v0,sf,27,2.10,0.50u,1,ioff_vgs0,7.7913E-11,7.7913E-11
pfet_05v0,sf,27,2.10,0.50u,2,ioff_vgs0,1.55826E-10,7.7913E-11
pfet_05v0,sf,27,2.10,0.50u,4,ioff_vgs0,3.11652E-10,7.7913E-11
pfet_05v0,sf,27,2.10,0.50u,8,ioff_vgs0,6.23304E-10,7.7913E-11
pfet_05v0,sf,27,2.10,0.50u,16,ioff_vgs0,1.24661E-09,7.7913E-11
pfet_05v0,sf,27,2.10,0.60u,1,ioff_vgs0,7.58341E-11,7.58341E-11
pfet_05v0,sf,27,2.10,0.60u,2,ioff_vgs0,1.51668E-10,7.58341E-11
pfet_05v0,sf,27,2.10,0.60u,4,ioff_vgs0,3.03337E-10,7.58341E-11
pfet_05v0,sf,27,2.10,0.60u,8,ioff_vgs0,6.06673E-10,7.58341E-11
pfet_05v0,sf,27,2.10,0.60u,16,ioff_vgs0,1.21335E-09,7.58341E-11
pfet_05v0,sf,27,2.10,1.00u,1,ioff_vgs0,7.27269E-11,7.27269E-11
pfet_05v0,sf,27,2.10,1.00u,2,ioff_vgs0,1.45454E-10,7.27269E-11
pfet_05v0,sf,27,2.10,1.00u,4,ioff_vgs0,2.90908E-10,7.27269E-11
pfet_05v0,sf,27,2.10,1.00u,8,ioff_vgs0,5.81815E-10,7.27269E-11
pfet_05v0,sf,27,2.10,1.00u,16,ioff_vgs0,1.16363E-09,7.27269E-11
pfet_05v0,sf,27,2.97,0.50u,1,ioff_vgs0,1.13088E-10,1.13088E-10
pfet_05v0,sf,27,2.97,0.50u,2,ioff_vgs0,2.26177E-10,1.13088E-10
pfet_05v0,sf,27,2.97,0.50u,4,ioff_vgs0,4.52354E-10,1.13088E-10
pfet_05v0,sf,27,2.97,0.50u,8,ioff_vgs0,9.04708E-10,1.13088E-10
pfet_05v0,sf,27,2.97,0.50u,16,ioff_vgs0,1.80942E-09,1.13088E-10
pfet_05v0,sf,27,2.97,0.60u,1,ioff_vgs0,1.09961E-10,1.09961E-10
pfet_05v0,sf,27,2.97,0.60u,2,ioff_vgs0,2.19923E-10,1.09961E-10
pfet_05v0,sf,27,2.97,0.60u,4,ioff_vgs0,4.39845E-10,1.09961E-10
pfet_05v0,sf,27,2.97,0.60u,8,ioff_vgs0,8.79691E-10,1.09961E-10
pfet_05v0,sf,27,2.97,0.60u,16,ioff_vgs0,1.75938E-09,1.09961E-10
pfet_05v0,sf,27,2.97,1.00u,1,ioff_vgs0,1.05446E-10,1.05446E-10
pfet_05v0,sf,27,2.97,1.00u,2,ioff_vgs0,2.10891E-10,1.05446E-10
pfet_05v0,sf,27,2.97,1.00u,4,ioff_vgs0,4.21782E-10,1.05446E-10
pfet_05v0,sf,27,2.97,1.00u,8,ioff_vgs0,8.43565E-10,1.05446E-10
pfet_05v0,sf,27,2.97,1.00u,16,ioff_vgs0,1.68713E-09,1.05446E-10
pfet_05v0,sf,27,3.30,0.50u,1,ioff_vgs0,1.26196E-10,1.26196E-10
pfet_05v0,sf,27,3.30,0.50u,2,ioff_vgs0,2.52391E-10,1.26196E-10
pfet_05v0,sf,27,3.30,0.50u,4,ioff_vgs0,5.04783E-10,1.26196E-10
pfet_05v0,sf,27,3.30,0.50u,8,ioff_vgs0,1.00957E-09,1.26196E-10
pfet_05v0,sf,27,3.30,0.50u,16,ioff_vgs0,2.01913E-09,1.26196E-10
pfet_05v0,sf,27,3.30,0.60u,1,ioff_vgs0,1.22655E-10,1.22655E-10
pfet_05v0,sf,27,3.30,0.60u,2,ioff_vgs0,2.4531E-10,1.22655E-10
pfet_05v0,sf,27,3.30,0.60u,4,ioff_vgs0,4.9062E-10,1.22655E-10
pfet_05v0,sf,27,3.30,0.60u,8,ioff_vgs0,9.8124E-10,1.22655E-10
pfet_05v0,sf,27,3.30,0.60u,16,ioff_vgs0,1.96248E-09,1.22655E-10
pfet_05v0,sf,27,3.30,1.00u,1,ioff_vgs0,1.17615E-10,1.17615E-10
pfet_05v0,sf,27,3.30,1.00u,2,ioff_vgs0,2.35231E-10,1.17615E-10
pfet_05v0,sf,27,3.30,1.00u,4,ioff_vgs0,4.70462E-10,1.17615E-10
pfet_05v0,sf,27,3.30,1.00u,8,ioff_vgs0,9.40924E-10,1.17615E-10
pfet_05v0,sf,27,3.30,1.00u,16,ioff_vgs0,1.88185E-09,1.17615E-10
pfet_05v0,sf,27,3.63,0.50u,1,ioff_vgs0,1.39246E-10,1.39246E-10
pfet_05v0,sf,27,3.63,0.50u,2,ioff_vgs0,2.78493E-10,1.39246E-10
pfet_05v0,sf,27,3.63,0.50u,4,ioff_vgs0,5.56986E-10,1.39246E-10
pfet_05v0,sf,27,3.63,0.50u,8,ioff_vgs0,1.11397E-09,1.39246E-10
pfet_05v0,sf,27,3.63,0.50u,16,ioff_vgs0,2.22794E-09,1.39246E-10
pfet_05v0,sf,27,3.63,0.60u,1,ioff_vgs0,1.35279E-10,1.35279E-10
pfet_05v0,sf,27,3.63,0.60u,2,ioff_vgs0,2.70559E-10,1.35279E-10
pfet_05v0,sf,27,3.63,0.60u,4,ioff_vgs0,5.41118E-10,1.35279E-10
pfet_05v0,sf,27,3.63,0.60u,8,ioff_vgs0,1.08224E-09,1.35279E-10
pfet_05v0,sf,27,3.63,0.60u,16,ioff_vgs0,2.16447E-09,1.35279E-10
pfet_05v0,sf,27,3.63,1.00u,1,ioff_vgs0,1.29718E-10,1.29718E-10
pfet_05v0,sf,27,3.63,1.00u,2,ioff_vgs0,2.59436E-10,1.29718E-10
pfet_05v0,sf,27,3.63,1.00u,4,ioff_vgs0,5.18873E-10,1.29718E-10
pfet_05v0,sf,27,3.63,1.00u,8,ioff_vgs0,1.03775E-09,1.29718E-10
pfet_05v0,sf,27,3.63,1.00u,16,ioff_vgs0,2.07549E-09,1.29718E-10
pfet_05v0,sf,27,4.50,0.50u,1,ioff_vgs0,1.7354E-10,1.7354E-10
pfet_05v0,sf,27,4.50,0.50u,2,ioff_vgs0,3.47079E-10,1.7354E-10
pfet_05v0,sf,27,4.50,0.50u,4,ioff_vgs0,6.94159E-10,1.7354E-10
pfet_05v0,sf,27,4.50,0.50u,8,ioff_vgs0,1.38832E-09,1.7354E-10
pfet_05v0,sf,27,4.50,0.50u,16,ioff_vgs0,2.77664E-09,1.7354E-10
pfet_05v0,sf,27,4.50,0.60u,1,ioff_vgs0,1.68371E-10,1.68371E-10
pfet_05v0,sf,27,4.50,0.60u,2,ioff_vgs0,3.36742E-10,1.68371E-10
pfet_05v0,sf,27,4.50,0.60u,4,ioff_vgs0,6.73484E-10,1.68371E-10
pfet_05v0,sf,27,4.50,0.60u,8,ioff_vgs0,1.34697E-09,1.68371E-10
pfet_05v0,sf,27,4.50,0.60u,16,ioff_vgs0,2.69394E-09,1.68371E-10
pfet_05v0,sf,27,4.50,1.00u,1,ioff_vgs0,1.61435E-10,1.61435E-10
pfet_05v0,sf,27,4.50,1.00u,2,ioff_vgs0,3.2287E-10,1.61435E-10
pfet_05v0,sf,27,4.50,1.00u,4,ioff_vgs0,6.4574E-10,1.61435E-10
pfet_05v0,sf,27,4.50,1.00u,8,ioff_vgs0,1.29148E-09,1.61435E-10
pfet_05v0,sf,27,4.50,1.00u,16,ioff_vgs0,2.58296E-09,1.61435E-10
pfet_05v0,sf,27,5.00,0.50u,1,ioff_vgs0,1.93252E-10,1.93252E-10
pfet_05v0,sf,27,5.00,0.50u,2,ioff_vgs0,3.86504E-10,1.93252E-10
pfet_05v0,sf,27,5.00,0.50u,4,ioff_vgs0,7.73008E-10,1.93252E-10
pfet_05v0,sf,27,5.00,0.50u,8,ioff_vgs0,1.54602E-09,1.93252E-10
pfet_05v0,sf,27,5.00,0.50u,16,ioff_vgs0,3.09203E-09,1.93252E-10
pfet_05v0,sf,27,5.00,0.60u,1,ioff_vgs0,1.87323E-10,1.87323E-10
pfet_05v0,sf,27,5.00,0.60u,2,ioff_vgs0,3.74646E-10,1.87323E-10
pfet_05v0,sf,27,5.00,0.60u,4,ioff_vgs0,7.49291E-10,1.87323E-10
pfet_05v0,sf,27,5.00,0.60u,8,ioff_vgs0,1.49858E-09,1.87323E-10
pfet_05v0,sf,27,5.00,0.60u,16,ioff_vgs0,2.99717E-09,1.87323E-10
pfet_05v0,sf,27,5.00,1.00u,1,ioff_vgs0,1.79591E-10,1.79591E-10
pfet_05v0,sf,27,5.00,1.00u,2,ioff_vgs0,3.59183E-10,1.79591E-10
pfet_05v0,sf,27,5.00,1.00u,4,ioff_vgs0,7.18366E-10,1.79591E-10
pfet_05v0,sf,27,5.00,1.00u,8,ioff_vgs0,1.43673E-09,1.79591E-10
pfet_05v0,sf,27,5.00,1.00u,16,ioff_vgs0,2.87346E-09,1.79591E-10
pfet_05v0,sf,27,5.50,0.50u,1,ioff_vgs0,2.13027E-10,2.13027E-10
pfet_05v0,sf,27,5.50,0.50u,2,ioff_vgs0,4.26054E-10,2.13027E-10
pfet_05v0,sf,27,5.50,0.50u,4,ioff_vgs0,8.52107E-10,2.13027E-10
pfet_05v0,sf,27,5.50,0.50u,8,ioff_vgs0,1.70421E-09,2.13027E-10
pfet_05v0,sf,27,5.50,0.50u,16,ioff_vgs0,3.40843E-09,2.13027E-10
pfet_05v0,sf,27,5.50,0.60u,1,ioff_vgs0,2.06258E-10,2.06258E-10
pfet_05v0,sf,27,5.50,0.60u,2,ioff_vgs0,4.12516E-10,2.06258E-10
pfet_05v0,sf,27,5.50,0.60u,4,ioff_vgs0,8.25032E-10,2.06258E-10
pfet_05v0,sf,27,5.50,0.60u,8,ioff_vgs0,1.65006E-09,2.06258E-10
pfet_05v0,sf,27,5.50,0.60u,16,ioff_vgs0,3.30013E-09,2.06258E-10
pfet_05v0,sf,27,5.50,1.00u,1,ioff_vgs0,1.9772E-10,1.9772E-10
pfet_05v0,sf,27,5.50,1.00u,2,ioff_vgs0,3.95439E-10,1.9772E-10
pfet_05v0,sf,27,5.50,1.00u,4,ioff_vgs0,7.90879E-10,1.9772E-10
pfet_05v0,sf,27,5.50,1.00u,8,ioff_vgs0,1.58176E-09,1.9772E-10
pfet_05v0,sf,27,5.50,1.00u,16,ioff_vgs0,3.16351E-09,1.9772E-10
pfet_05v0,sf,125,2.10,0.50u,1,ioff_vgs0,1.73225E-09,1.73225E-09
pfet_05v0,sf,125,2.10,0.50u,2,ioff_vgs0,3.46449E-09,1.73225E-09
pfet_05v0,sf,125,2.10,0.50u,4,ioff_vgs0,6.92899E-09,1.73225E-09
pfet_05v0,sf,125,2.10,0.50u,8,ioff_vgs0,1.3858E-08,1.73225E-09
pfet_05v0,sf,125,2.10,0.50u,16,ioff_vgs0,2.77159E-08,1.73225E-09
pfet_05v0,sf,125,2.10,0.60u,1,ioff_vgs0,9.31005E-10,9.31005E-10
pfet_05v0,sf,125,2.10,0.60u,2,ioff_vgs0,1.86201E-09,9.31005E-10
pfet_05v0,sf,125,2.10,0.60u,4,ioff_vgs0,3.72402E-09,9.31005E-10
pfet_05v0,sf,125,2.10,0.60u,8,ioff_vgs0,7.44804E-09,9.31005E-10
pfet_05v0,sf,125,2.10,0.60u,16,ioff_vgs0,1.48961E-08,9.31005E-10
pfet_05v0,sf,125,2.10,1.00u,1,ioff_vgs0,4.01832E-10,4.01832E-10
pfet_05v0,sf,125,2.10,1.00u,2,ioff_vgs0,8.03664E-10,4.01832E-10
pfet_05v0,sf,125,2.10,1.00u,4,ioff_vgs0,1.60733E-09,4.01832E-10
pfet_05v0,sf,125,2.10,1.00u,8,ioff_vgs0,3.21465E-09,4.01832E-10
pfet_05v0,sf,125,2.10,1.00u,16,ioff_vgs0,6.42931E-09,4.01832E-10
pfet_05v0,sf,125,2.97,0.50u,1,ioff_vgs0,2.26855E-09,2.26855E-09
pfet_05v0,sf,125,2.97,0.50u,2,ioff_vgs0,4.53709E-09,2.26855E-09
pfet_05v0,sf,125,2.97,0.50u,4,ioff_vgs0,9.07418E-09,2.26855E-09
pfet_05v0,sf,125,2.97,0.50u,8,ioff_vgs0,1.81484E-08,2.26855E-09
pfet_05v0,sf,125,2.97,0.50u,16,ioff_vgs0,3.62967E-08,2.26855E-09
pfet_05v0,sf,125,2.97,0.60u,1,ioff_vgs0,1.08666E-09,1.08666E-09
pfet_05v0,sf,125,2.97,0.60u,2,ioff_vgs0,2.17331E-09,1.08666E-09
pfet_05v0,sf,125,2.97,0.60u,4,ioff_vgs0,4.34662E-09,1.08666E-09
pfet_05v0,sf,125,2.97,0.60u,8,ioff_vgs0,8.69325E-09,1.08666E-09
pfet_05v0,sf,125,2.97,0.60u,16,ioff_vgs0,1.73865E-08,1.08666E-09
pfet_05v0,sf,125,2.97,1.00u,1,ioff_vgs0,4.41069E-10,4.41069E-10
pfet_05v0,sf,125,2.97,1.00u,2,ioff_vgs0,8.82139E-10,4.41069E-10
pfet_05v0,sf,125,2.97,1.00u,4,ioff_vgs0,1.76428E-09,4.41069E-10
pfet_05v0,sf,125,2.97,1.00u,8,ioff_vgs0,3.52856E-09,4.41069E-10
pfet_05v0,sf,125,2.97,1.00u,16,ioff_vgs0,7.05711E-09,4.41069E-10
pfet_05v0,sf,125,3.30,0.50u,1,ioff_vgs0,2.49677E-09,2.49677E-09
pfet_05v0,sf,125,3.30,0.50u,2,ioff_vgs0,4.99354E-09,2.49677E-09
pfet_05v0,sf,125,3.30,0.50u,4,ioff_vgs0,9.98709E-09,2.49677E-09
pfet_05v0,sf,125,3.30,0.50u,8,ioff_vgs0,1.99742E-08,2.49677E-09
pfet_05v0,sf,125,3.30,0.50u,16,ioff_vgs0,3.99484E-08,2.49677E-09
pfet_05v0,sf,125,3.30,0.60u,1,ioff_vgs0,1.14752E-09,1.14752E-09
pfet_05v0,sf,125,3.30,0.60u,2,ioff_vgs0,2.29503E-09,1.14752E-09
pfet_05v0,sf,125,3.30,0.60u,4,ioff_vgs0,4.59007E-09,1.14752E-09
pfet_05v0,sf,125,3.30,0.60u,8,ioff_vgs0,9.18013E-09,1.14752E-09
pfet_05v0,sf,125,3.30,0.60u,16,ioff_vgs0,1.83603E-08,1.14752E-09
pfet_05v0,sf,125,3.30,1.00u,1,ioff_vgs0,4.55489E-10,4.55489E-10
pfet_05v0,sf,125,3.30,1.00u,2,ioff_vgs0,9.10979E-10,4.55489E-10
pfet_05v0,sf,125,3.30,1.00u,4,ioff_vgs0,1.82196E-09,4.55489E-10
pfet_05v0,sf,125,3.30,1.00u,8,ioff_vgs0,3.64392E-09,4.55489E-10
pfet_05v0,sf,125,3.30,1.00u,16,ioff_vgs0,7.28783E-09,4.55489E-10
pfet_05v0,sf,125,3.63,0.50u,1,ioff_vgs0,2.74039E-09,2.74039E-09
pfet_05v0,sf,125,3.63,0.50u,2,ioff_vgs0,5.48078E-09,2.74039E-09
pfet_05v0,sf,125,3.63,0.50u,4,ioff_vgs0,1.09616E-08,2.74039E-09
pfet_05v0,sf,125,3.63,0.50u,8,ioff_vgs0,2.19231E-08,2.74039E-09
pfet_05v0,sf,125,3.63,0.50u,16,ioff_vgs0,4.38462E-08,2.74039E-09
pfet_05v0,sf,125,3.63,0.60u,1,ioff_vgs0,1.20967E-09,1.20967E-09
pfet_05v0,sf,125,3.63,0.60u,2,ioff_vgs0,2.41935E-09,1.20967E-09
pfet_05v0,sf,125,3.63,0.60u,4,ioff_vgs0,4.8387E-09,1.20967E-09
pfet_05v0,sf,125,3.63,0.60u,8,ioff_vgs0,9.67739E-09,1.20967E-09
pfet_05v0,sf,125,3.63,0.60u,16,ioff_vgs0,1.93548E-08,1.20967E-09
pfet_05v0,sf,125,3.63,1.00u,1,ioff_vgs0,4.69777E-10,4.69777E-10
pfet_05v0,sf,125,3.63,1.00u,2,ioff_vgs0,9.39554E-10,4.69777E-10
pfet_05v0,sf,125,3.63,1.00u,4,ioff_vgs0,1.87911E-09,4.69777E-10
pfet_05v0,sf,125,3.63,1.00u,8,ioff_vgs0,3.75822E-09,4.69777E-10
pfet_05v0,sf,125,3.63,1.00u,16,ioff_vgs0,7.51643E-09,4.69777E-10
pfet_05v0,sf,125,4.50,0.50u,1,ioff_vgs0,3.4707E-09,3.4707E-09
pfet_05v0,sf,125,4.50,0.50u,2,ioff_vgs0,6.94141E-09,3.4707E-09
pfet_05v0,sf,125,4.50,0.50u,4,ioff_vgs0,1.38828E-08,3.4707E-09
pfet_05v0,sf,125,4.50,0.50u,8,ioff_vgs0,2.77656E-08,3.4707E-09
pfet_05v0,sf,125,4.50,0.50u,16,ioff_vgs0,5.55313E-08,3.4707E-09
pfet_05v0,sf,125,4.50,0.60u,1,ioff_vgs0,1.38276E-09,1.38276E-09
pfet_05v0,sf,125,4.50,0.60u,2,ioff_vgs0,2.76551E-09,1.38276E-09
pfet_05v0,sf,125,4.50,0.60u,4,ioff_vgs0,5.53102E-09,1.38276E-09
pfet_05v0,sf,125,4.50,0.60u,8,ioff_vgs0,1.1062E-08,1.38276E-09
pfet_05v0,sf,125,4.50,0.60u,16,ioff_vgs0,2.21241E-08,1.38276E-09
pfet_05v0,sf,125,4.50,1.00u,1,ioff_vgs0,5.07664E-10,5.07664E-10
pfet_05v0,sf,125,4.50,1.00u,2,ioff_vgs0,1.01533E-09,5.07664E-10
pfet_05v0,sf,125,4.50,1.00u,4,ioff_vgs0,2.03065E-09,5.07664E-10
pfet_05v0,sf,125,4.50,1.00u,8,ioff_vgs0,4.06131E-09,5.07664E-10
pfet_05v0,sf,125,4.50,1.00u,16,ioff_vgs0,8.12262E-09,5.07664E-10
pfet_05v0,sf,125,5.00,0.50u,1,ioff_vgs0,3.97044E-09,3.97044E-09
pfet_05v0,sf,125,5.00,0.50u,2,ioff_vgs0,7.94089E-09,3.97044E-09
pfet_05v0,sf,125,5.00,0.50u,4,ioff_vgs0,1.58818E-08,3.97044E-09
pfet_05v0,sf,125,5.00,0.50u,8,ioff_vgs0,3.17636E-08,3.97044E-09
pfet_05v0,sf,125,5.00,0.50u,16,ioff_vgs0,6.35271E-08,3.97044E-09
pfet_05v0,sf,125,5.00,0.60u,1,ioff_vgs0,1.49388E-09,1.49388E-09
pfet_05v0,sf,125,5.00,0.60u,2,ioff_vgs0,2.98775E-09,1.49388E-09
pfet_05v0,sf,125,5.00,0.60u,4,ioff_vgs0,5.97551E-09,1.49388E-09
pfet_05v0,sf,125,5.00,0.60u,8,ioff_vgs0,1.1951E-08,1.49388E-09
pfet_05v0,sf,125,5.00,0.60u,16,ioff_vgs0,2.3902E-08,1.49388E-09
pfet_05v0,sf,125,5.00,1.00u,1,ioff_vgs0,5.30968E-10,5.30968E-10
pfet_05v0,sf,125,5.00,1.00u,2,ioff_vgs0,1.06194E-09,5.30968E-10
pfet_05v0,sf,125,5.00,1.00u,4,ioff_vgs0,2.12387E-09,5.30968E-10
pfet_05v0,sf,125,5.00,1.00u,8,ioff_vgs0,4.24774E-09,5.30968E-10
pfet_05v0,sf,125,5.00,1.00u,16,ioff_vgs0,8.49548E-09,5.30968E-10
pfet_05v0,sf,125,5.50,0.50u,1,ioff_vgs0,4.56854E-09,4.56854E-09
pfet_05v0,sf,125,5.50,0.50u,2,ioff_vgs0,9.13709E-09,4.56854E-09
pfet_05v0,sf,125,5.50,0.50u,4,ioff_vgs0,1.82742E-08,4.56854E-09
pfet_05v0,sf,125,5.50,0.50u,8,ioff_vgs0,3.65484E-08,4.56854E-09
pfet_05v0,sf,125,5.50,0.50u,16,ioff_vgs0,7.30967E-08,4.56854E-09
pfet_05v0,sf,125,5.50,0.60u,1,ioff_vgs0,1.62386E-09,1.62386E-09
pfet_05v0,sf,125,5.50,0.60u,2,ioff_vgs0,3.24771E-09,1.62386E-09
pfet_05v0,sf,125,5.50,0.60u,4,ioff_vgs0,6.49543E-09,1.62386E-09
pfet_05v0,sf,125,5.50,0.60u,8,ioff_vgs0,1.29909E-08,1.62386E-09
pfet_05v0,sf,125,5.50,0.60u,16,ioff_vgs0,2.59817E-08,1.62386E-09
pfet_05v0,sf,125,5.50,1.00u,1,ioff_vgs0,5.5769E-10,5.5769E-10
pfet_05v0,sf,125,5.50,1.00u,2,ioff_vgs0,1.11538E-09,5.5769E-10
pfet_05v0,sf,125,5.50,1.00u,4,ioff_vgs0,2.23076E-09,5.5769E-10
pfet_05v0,sf,125,5.50,1.00u,8,ioff_vgs0,4.46152E-09,5.5769E-10
pfet_05v0,sf,125,5.50,1.00u,16,ioff_vgs0,8.92304E-09,5.5769E-10
pfet_06v0,typical,-40,2.10,0.55u,1,ioff_vgs0,7.30091E-11,7.30091E-11
pfet_06v0,typical,-40,2.10,0.55u,2,ioff_vgs0,1.46018E-10,7.30091E-11
pfet_06v0,typical,-40,2.10,0.55u,4,ioff_vgs0,2.92037E-10,7.30091E-11
pfet_06v0,typical,-40,2.10,0.55u,8,ioff_vgs0,5.84073E-10,7.30091E-11
pfet_06v0,typical,-40,2.10,0.55u,16,ioff_vgs0,1.16815E-09,7.30091E-11
pfet_06v0,typical,-40,2.10,0.70u,1,ioff_vgs0,7.1499E-11,7.1499E-11
pfet_06v0,typical,-40,2.10,0.70u,2,ioff_vgs0,1.42998E-10,7.1499E-11
pfet_06v0,typical,-40,2.10,0.70u,4,ioff_vgs0,2.85996E-10,7.1499E-11
pfet_06v0,typical,-40,2.10,0.70u,8,ioff_vgs0,5.71992E-10,7.1499E-11
pfet_06v0,typical,-40,2.10,0.70u,16,ioff_vgs0,1.14398E-09,7.1499E-11
pfet_06v0,typical,-40,2.10,1.20u,1,ioff_vgs0,6.94179E-11,6.94179E-11
pfet_06v0,typical,-40,2.10,1.20u,2,ioff_vgs0,1.38836E-10,6.94179E-11
pfet_06v0,typical,-40,2.10,1.20u,4,ioff_vgs0,2.77672E-10,6.94179E-11
pfet_06v0,typical,-40,2.10,1.20u,8,ioff_vgs0,5.55343E-10,6.94179E-11
pfet_06v0,typical,-40,2.10,1.20u,16,ioff_vgs0,1.11069E-09,6.94179E-11
pfet_06v0,typical,-40,2.97,0.55u,1,ioff_vgs0,1.05982E-10,1.05982E-10
pfet_06v0,typical,-40,2.97,0.55u,2,ioff_vgs0,2.11964E-10,1.05982E-10
pfet_06v0,typical,-40,2.97,0.55u,4,ioff_vgs0,4.23929E-10,1.05982E-10
pfet_06v0,typical,-40,2.97,0.55u,8,ioff_vgs0,8.47857E-10,1.05982E-10
pfet_06v0,typical,-40,2.97,0.55u,16,ioff_vgs0,1.69571E-09,1.05982E-10
pfet_06v0,typical,-40,2.97,0.70u,1,ioff_vgs0,1.03767E-10,1.03767E-10
pfet_06v0,typical,-40,2.97,0.70u,2,ioff_vgs0,2.07535E-10,1.03767E-10
pfet_06v0,typical,-40,2.97,0.70u,4,ioff_vgs0,4.15069E-10,1.03767E-10
pfet_06v0,typical,-40,2.97,0.70u,8,ioff_vgs0,8.30138E-10,1.03767E-10
pfet_06v0,typical,-40,2.97,0.70u,16,ioff_vgs0,1.66028E-09,1.03767E-10
pfet_06v0,typical,-40,2.97,1.20u,1,ioff_vgs0,1.00715E-10,1.00715E-10
pfet_06v0,typical,-40,2.97,1.20u,2,ioff_vgs0,2.0143E-10,1.00715E-10
pfet_06v0,typical,-40,2.97,1.20u,4,ioff_vgs0,4.02859E-10,1.00715E-10
pfet_06v0,typical,-40,2.97,1.20u,8,ioff_vgs0,8.05718E-10,1.00715E-10
pfet_06v0,typical,-40,2.97,1.20u,16,ioff_vgs0,1.61144E-09,1.00715E-10
pfet_06v0,typical,-40,3.30,0.55u,1,ioff_vgs0,1.18246E-10,1.18246E-10
pfet_06v0,typical,-40,3.30,0.55u,2,ioff_vgs0,2.36492E-10,1.18246E-10
pfet_06v0,typical,-40,3.30,0.55u,4,ioff_vgs0,4.72984E-10,1.18246E-10
pfet_06v0,typical,-40,3.30,0.55u,8,ioff_vgs0,9.45969E-10,1.18246E-10
pfet_06v0,typical,-40,3.30,0.55u,16,ioff_vgs0,1.89194E-09,1.18246E-10
pfet_06v0,typical,-40,3.30,0.70u,1,ioff_vgs0,1.15771E-10,1.15771E-10
pfet_06v0,typical,-40,3.30,0.70u,2,ioff_vgs0,2.31542E-10,1.15771E-10
