device,moscap_corner,temp_c,vbias_v,w_um,l_um,area_um2,c_f,c_density_ff_per_um2
cap_pmos_03v3,moscap_ff,27,2.55,10,10,100,3.42E-15,0.0342
cap_pmos_03v3,moscap_ff,27,2.55,30,30,900,3.078E-14,0.0342
cap_nmos_03v3_b,moscap_ff,27,2.55,10,10,100,3.5915E-13,3.5915
cap_nmos_03v3_b,moscap_ff,27,2.55,30,30,900,3.23235E-12,3.5915
cap_pmos_03v3_b,moscap_ff,27,2.55,10,10,100,8.07568E-14,0.807568
cap_pmos_03v3_b,moscap_ff,27,2.55,30,30,900,7.26811E-13,0.807568
cap_nmos_06v0,moscap_ff,27,2.55,10,10,100,1.9593E-13,1.9593
cap_nmos_06v0,moscap_ff,27,2.55,30,30,900,1.76337E-12,1.9593
cap_pmos_06v0,moscap_ff,27,2.55,10,10,100,3.33E-15,0.0333
cap_pmos_06v0,moscap_ff,27,2.55,30,30,900,2.997E-14,0.0333
cap_nmos_03v3,moscap_ff,27,2.70,10,10,100,3.5847E-13,3.5847
cap_nmos_03v3,moscap_ff,27,2.70,30,30,900,3.22623E-12,3.5847
cap_pmos_03v3,moscap_ff,27,2.70,10,10,100,3.42E-15,0.0342
cap_pmos_03v3,moscap_ff,27,2.70,30,30,900,3.078E-14,0.0342
cap_nmos_03v3_b,moscap_ff,27,2.70,10,10,100,3.59165E-13,3.59165
cap_nmos_03v3_b,moscap_ff,27,2.70,30,30,900,3.23248E-12,3.59165
cap_pmos_03v3_b,moscap_ff,27,2.70,10,10,100,8.06755E-14,0.806755
cap_pmos_03v3_b,moscap_ff,27,2.70,30,30,900,7.26079E-13,0.806755
cap_nmos_06v0,moscap_ff,27,2.70,10,10,100,1.9593E-13,1.9593
cap_nmos_06v0,moscap_ff,27,2.70,30,30,900,1.76337E-12,1.9593
cap_pmos_06v0,moscap_ff,27,2.70,10,10,100,3.33E-15,0.0333
cap_pmos_06v0,moscap_ff,27,2.70,30,30,900,2.997E-14,0.0333
cap_nmos_03v3,moscap_ff,27,2.85,10,10,100,3.5847E-13,3.5847
cap_nmos_03v3,moscap_ff,27,2.85,30,30,900,3.22623E-12,3.5847
cap_pmos_03v3,moscap_ff,27,2.85,10,10,100,3.42E-15,0.0342
cap_pmos_03v3,moscap_ff,27,2.85,30,30,900,3.078E-14,0.0342
cap_nmos_03v3_b,moscap_ff,27,2.85,10,10,100,3.59174E-13,3.59174
cap_nmos_03v3_b,moscap_ff,27,2.85,30,30,900,3.23257E-12,3.59174
cap_pmos_03v3_b,moscap_ff,27,2.85,10,10,100,8.06261E-14,0.806261
cap_pmos_03v3_b,moscap_ff,27,2.85,30,30,900,7.25635E-13,0.806261
cap_nmos_06v0,moscap_ff,27,2.85,10,10,100,1.9593E-13,1.9593
cap_nmos_06v0,moscap_ff,27,2.85,30,30,900,1.76337E-12,1.9593
cap_pmos_06v0,moscap_ff,27,2.85,10,10,100,3.33E-15,0.0333
cap_pmos_06v0,moscap_ff,27,2.85,30,30,900,2.997E-14,0.0333
cap_nmos_03v3,moscap_ff,27,3.00,10,10,100,3.5847E-13,3.5847
cap_nmos_03v3,moscap_ff,27,3.00,30,30,900,3.22623E-12,3.5847
cap_pmos_03v3,moscap_ff,27,3.00,10,10,100,3.42E-15,0.0342
cap_pmos_03v3,moscap_ff,27,3.00,30,30,900,3.078E-14,0.0342
cap_nmos_03v3_b,moscap_ff,27,3.00,10,10,100,3.5918E-13,3.5918
cap_nmos_03v3_b,moscap_ff,27,3.00,30,30,900,3.23262E-12,3.5918
cap_pmos_03v3_b,moscap_ff,27,3.00,10,10,100,8.05962E-14,0.805962
cap_pmos_03v3_b,moscap_ff,27,3.00,30,30,900,7.25366E-13,0.805962
cap_nmos_06v0,moscap_ff,27,3.00,10,10,100,1.9593E-13,1.9593
cap_nmos_06v0,moscap_ff,27,3.00,30,30,900,1.76337E-12,1.9593
cap_pmos_06v0,moscap_ff,27,3.00,10,10,100,3.33E-15,0.0333
cap_pmos_06v0,moscap_ff,27,3.00,30,30,900,2.997E-14,0.0333
cap_nmos_03v3,moscap_ff,27,3.15,10,10,100,3.5847E-13,3.5847
cap_nmos_03v3,moscap_ff,27,3.15,30,30,900,3.22623E-12,3.5847
cap_pmos_03v3,moscap_ff,27,3.15,10,10,100,3.42E-15,0.0342
cap_pmos_03v3,moscap_ff,27,3.15,30,30,900,3.078E-14,0.0342
cap_nmos_03v3_b,moscap_ff,27,3.15,10,10,100,3.59184E-13,3.59184
cap_nmos_03v3_b,moscap_ff,27,3.15,30,30,900,3.23265E-12,3.59184
cap_pmos_03v3_b,moscap_ff,27,3.15,10,10,100,8.0578E-14,0.80578
cap_pmos_03v3_b,moscap_ff,27,3.15,30,30,900,7.25202E-13,0.80578
cap_nmos_06v0,moscap_ff,27,3.15,10,10,100,1.9593E-13,1.9593
cap_nmos_06v0,moscap_ff,27,3.15,30,30,900,1.76337E-12,1.9593
cap_pmos_06v0,moscap_ff,27,3.15,10,10,100,3.33E-15,0.0333
cap_pmos_06v0,moscap_ff,27,3.15,30,30,900,2.997E-14,0.0333
cap_nmos_03v3,moscap_ff,27,3.30,10,10,100,3.5847E-13,3.5847
cap_nmos_03v3,moscap_ff,27,3.30,30,30,900,3.22623E-12,3.5847
cap_pmos_03v3,moscap_ff,27,3.30,10,10,100,3.42E-15,0.0342
cap_pmos_03v3,moscap_ff,27,3.30,30,30,900,3.078E-14,0.0342
cap_nmos_03v3_b,moscap_ff,27,3.30,10,10,100,3.59186E-13,3.59186
cap_nmos_03v3_b,moscap_ff,27,3.30,30,30,900,3.23267E-12,3.59186
cap_pmos_03v3_b,moscap_ff,27,3.30,10,10,100,8.0567E-14,0.80567
cap_pmos_03v3_b,moscap_ff,27,3.30,30,30,900,7.25103E-13,0.80567
cap_nmos_06v0,moscap_ff,27,3.30,10,10,100,1.9593E-13,1.9593
cap_nmos_06v0,moscap_ff,27,3.30,30,30,900,1.76337E-12,1.9593
cap_pmos_06v0,moscap_ff,27,3.30,10,10,100,3.33E-15,0.0333
cap_pmos_06v0,moscap_ff,27,3.30,30,30,900,2.997E-14,0.0333
cap_nmos_03v3,moscap_ff,125,-3.30,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-3.30,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-3.30,10,10,100,3.5622E-13,3.5622
cap_pmos_03v3,moscap_ff,125,-3.30,30,30,900,3.20598E-12,3.5622
cap_nmos_03v3_b,moscap_ff,125,-3.30,10,10,100,8.32884E-14,0.832884
cap_nmos_03v3_b,moscap_ff,125,-3.30,30,30,900,7.49596E-13,0.832884
cap_pmos_03v3_b,moscap_ff,125,-3.30,10,10,100,3.57749E-13,3.57749
cap_pmos_03v3_b,moscap_ff,125,-3.30,30,30,900,3.21974E-12,3.57749
cap_nmos_06v0,moscap_ff,125,-3.30,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-3.30,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-3.30,10,10,100,1.9593E-13,1.9593
cap_pmos_06v0,moscap_ff,125,-3.30,30,30,900,1.76337E-12,1.9593
cap_nmos_03v3,moscap_ff,125,-3.15,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-3.15,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-3.15,10,10,100,3.5622E-13,3.5622
cap_pmos_03v3,moscap_ff,125,-3.15,30,30,900,3.20598E-12,3.5622
cap_nmos_03v3_b,moscap_ff,125,-3.15,10,10,100,8.33106E-14,0.833106
cap_nmos_03v3_b,moscap_ff,125,-3.15,30,30,900,7.49795E-13,0.833106
cap_pmos_03v3_b,moscap_ff,125,-3.15,10,10,100,3.57748E-13,3.57748
cap_pmos_03v3_b,moscap_ff,125,-3.15,30,30,900,3.21973E-12,3.57748
cap_nmos_06v0,moscap_ff,125,-3.15,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-3.15,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-3.15,10,10,100,1.9593E-13,1.9593
cap_pmos_06v0,moscap_ff,125,-3.15,30,30,900,1.76337E-12,1.9593
cap_nmos_03v3,moscap_ff,125,-3.00,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-3.00,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-3.00,10,10,100,3.5622E-13,3.5622
cap_pmos_03v3,moscap_ff,125,-3.00,30,30,900,3.20598E-12,3.5622
cap_nmos_03v3_b,moscap_ff,125,-3.00,10,10,100,8.33454E-14,0.833454
cap_nmos_03v3_b,moscap_ff,125,-3.00,30,30,900,7.50108E-13,0.833454
cap_pmos_03v3_b,moscap_ff,125,-3.00,10,10,100,3.57747E-13,3.57747
cap_pmos_03v3_b,moscap_ff,125,-3.00,30,30,900,3.21972E-12,3.57747
cap_nmos_06v0,moscap_ff,125,-3.00,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-3.00,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-3.00,10,10,100,1.9593E-13,1.9593
cap_pmos_06v0,moscap_ff,125,-3.00,30,30,900,1.76337E-12,1.9593
cap_nmos_03v3,moscap_ff,125,-2.85,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-2.85,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-2.85,10,10,100,3.5622E-13,3.5622
cap_pmos_03v3,moscap_ff,125,-2.85,30,30,900,3.20598E-12,3.5622
cap_nmos_03v3_b,moscap_ff,125,-2.85,10,10,100,8.34002E-14,0.834002
cap_nmos_03v3_b,moscap_ff,125,-2.85,30,30,900,7.50602E-13,0.834002
cap_pmos_03v3_b,moscap_ff,125,-2.85,10,10,100,3.57744E-13,3.57744
cap_pmos_03v3_b,moscap_ff,125,-2.85,30,30,900,3.2197E-12,3.57744
cap_nmos_06v0,moscap_ff,125,-2.85,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-2.85,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-2.85,10,10,100,1.9593E-13,1.9593
cap_pmos_06v0,moscap_ff,125,-2.85,30,30,900,1.76337E-12,1.9593
cap_nmos_03v3,moscap_ff,125,-2.70,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-2.70,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-2.70,10,10,100,3.5622E-13,3.5622
cap_pmos_03v3,moscap_ff,125,-2.70,30,30,900,3.20598E-12,3.5622
cap_nmos_03v3_b,moscap_ff,125,-2.70,10,10,100,8.34866E-14,0.834866
cap_nmos_03v3_b,moscap_ff,125,-2.70,30,30,900,7.5138E-13,0.834866
cap_pmos_03v3_b,moscap_ff,125,-2.70,10,10,100,3.57741E-13,3.57741
cap_pmos_03v3_b,moscap_ff,125,-2.70,30,30,900,3.21967E-12,3.57741
cap_nmos_06v0,moscap_ff,125,-2.70,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-2.70,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-2.70,10,10,100,1.9593E-13,1.9593
cap_pmos_06v0,moscap_ff,125,-2.70,30,30,900,1.76337E-12,1.9593
cap_nmos_03v3,moscap_ff,125,-2.55,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-2.55,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-2.55,10,10,100,3.5622E-13,3.5622
cap_pmos_03v3,moscap_ff,125,-2.55,30,30,900,3.20598E-12,3.5622
cap_nmos_03v3_b,moscap_ff,125,-2.55,10,10,100,8.36226E-14,0.836226
cap_nmos_03v3_b,moscap_ff,125,-2.55,30,30,900,7.52603E-13,0.836226
cap_pmos_03v3_b,moscap_ff,125,-2.55,10,10,100,3.57735E-13,3.57735
cap_pmos_03v3_b,moscap_ff,125,-2.55,30,30,900,3.21961E-12,3.57735
cap_nmos_06v0,moscap_ff,125,-2.55,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-2.55,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-2.55,10,10,100,1.9593E-13,1.9593
cap_pmos_06v0,moscap_ff,125,-2.55,30,30,900,1.76337E-12,1.9593
cap_nmos_03v3,moscap_ff,125,-2.40,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-2.40,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-2.40,10,10,100,3.5622E-13,3.5622
cap_pmos_03v3,moscap_ff,125,-2.40,30,30,900,3.20598E-12,3.5622
cap_nmos_03v3_b,moscap_ff,125,-2.40,10,10,100,8.38366E-14,0.838366
cap_nmos_03v3_b,moscap_ff,125,-2.40,30,30,900,7.54529E-13,0.838366
cap_pmos_03v3_b,moscap_ff,125,-2.40,10,10,100,3.57725E-13,3.57725
cap_pmos_03v3_b,moscap_ff,125,-2.40,30,30,900,3.21952E-12,3.57725
cap_nmos_06v0,moscap_ff,125,-2.40,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-2.40,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-2.40,10,10,100,1.9593E-13,1.9593
cap_pmos_06v0,moscap_ff,125,-2.40,30,30,900,1.76337E-12,1.9593
cap_nmos_03v3,moscap_ff,125,-2.25,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-2.25,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-2.25,10,10,100,3.5622E-13,3.5622
cap_pmos_03v3,moscap_ff,125,-2.25,30,30,900,3.20598E-12,3.5622
cap_nmos_03v3_b,moscap_ff,125,-2.25,10,10,100,8.4173E-14,0.84173
cap_nmos_03v3_b,moscap_ff,125,-2.25,30,30,900,7.57557E-13,0.84173
cap_pmos_03v3_b,moscap_ff,125,-2.25,10,10,100,3.57708E-13,3.57708
cap_pmos_03v3_b,moscap_ff,125,-2.25,30,30,900,3.21937E-12,3.57708
cap_nmos_06v0,moscap_ff,125,-2.25,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-2.25,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-2.25,10,10,100,1.9593E-13,1.9593
cap_pmos_06v0,moscap_ff,125,-2.25,30,30,900,1.76337E-12,1.9593
cap_nmos_03v3,moscap_ff,125,-2.10,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-2.10,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-2.10,10,10,100,3.5622E-13,3.5622
cap_pmos_03v3,moscap_ff,125,-2.10,30,30,900,3.20598E-12,3.5622
cap_nmos_03v3_b,moscap_ff,125,-2.10,10,10,100,8.47013E-14,0.847013
cap_nmos_03v3_b,moscap_ff,125,-2.10,30,30,900,7.62312E-13,0.847013
cap_pmos_03v3_b,moscap_ff,125,-2.10,10,10,100,3.57681E-13,3.57681
cap_pmos_03v3_b,moscap_ff,125,-2.10,30,30,900,3.21913E-12,3.57681
cap_nmos_06v0,moscap_ff,125,-2.10,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-2.10,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-2.10,10,10,100,1.9593E-13,1.9593
cap_pmos_06v0,moscap_ff,125,-2.10,30,30,900,1.76337E-12,1.9593
cap_nmos_03v3,moscap_ff,125,-1.95,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-1.95,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-1.95,10,10,100,3.5622E-13,3.5622
cap_pmos_03v3,moscap_ff,125,-1.95,30,30,900,3.20598E-12,3.5622
cap_nmos_03v3_b,moscap_ff,125,-1.95,10,10,100,8.55296E-14,0.855296
cap_nmos_03v3_b,moscap_ff,125,-1.95,30,30,900,7.69767E-13,0.855296
cap_pmos_03v3_b,moscap_ff,125,-1.95,10,10,100,3.57636E-13,3.57636
cap_pmos_03v3_b,moscap_ff,125,-1.95,30,30,900,3.21873E-12,3.57636
cap_nmos_06v0,moscap_ff,125,-1.95,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-1.95,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-1.95,10,10,100,1.9593E-13,1.9593
cap_pmos_06v0,moscap_ff,125,-1.95,30,30,900,1.76337E-12,1.9593
cap_nmos_03v3,moscap_ff,125,-1.80,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-1.80,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-1.80,10,10,100,3.56219E-13,3.56219
cap_pmos_03v3,moscap_ff,125,-1.80,30,30,900,3.20597E-12,3.56219
cap_nmos_03v3_b,moscap_ff,125,-1.80,10,10,100,8.68244E-14,0.868244
cap_nmos_03v3_b,moscap_ff,125,-1.80,30,30,900,7.8142E-13,0.868244
cap_pmos_03v3_b,moscap_ff,125,-1.80,10,10,100,3.57563E-13,3.57563
cap_pmos_03v3_b,moscap_ff,125,-1.80,30,30,900,3.21807E-12,3.57563
cap_nmos_06v0,moscap_ff,125,-1.80,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-1.80,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-1.80,10,10,100,1.95927E-13,1.95927
cap_pmos_06v0,moscap_ff,125,-1.80,30,30,900,1.76334E-12,1.95927
cap_nmos_03v3,moscap_ff,125,-1.65,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-1.65,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-1.65,10,10,100,3.56212E-13,3.56212
cap_pmos_03v3,moscap_ff,125,-1.65,30,30,900,3.20591E-12,3.56212
cap_nmos_03v3_b,moscap_ff,125,-1.65,10,10,100,8.88397E-14,0.888397
cap_nmos_03v3_b,moscap_ff,125,-1.65,30,30,900,7.99557E-13,0.888397
cap_pmos_03v3_b,moscap_ff,125,-1.65,10,10,100,3.57442E-13,3.57442
cap_pmos_03v3_b,moscap_ff,125,-1.65,30,30,900,3.21697E-12,3.57442
cap_nmos_06v0,moscap_ff,125,-1.65,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-1.65,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-1.65,10,10,100,1.95909E-13,1.95909
cap_pmos_06v0,moscap_ff,125,-1.65,30,30,900,1.76318E-12,1.95909
cap_nmos_03v3,moscap_ff,125,-1.50,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-1.50,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-1.50,10,10,100,3.56171E-13,3.56171
cap_pmos_03v3,moscap_ff,125,-1.50,30,30,900,3.20554E-12,3.56171
cap_nmos_03v3_b,moscap_ff,125,-1.50,10,10,100,9.19549E-14,0.919549
cap_nmos_03v3_b,moscap_ff,125,-1.50,30,30,900,8.27594E-13,0.919549
cap_pmos_03v3_b,moscap_ff,125,-1.50,10,10,100,3.57242E-13,3.57242
cap_pmos_03v3_b,moscap_ff,125,-1.50,30,30,900,3.21518E-12,3.57242
cap_nmos_06v0,moscap_ff,125,-1.50,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-1.50,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-1.50,10,10,100,1.95793E-13,1.95793
cap_pmos_06v0,moscap_ff,125,-1.50,30,30,900,1.76214E-12,1.95793
cap_nmos_03v3,moscap_ff,125,-1.35,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-1.35,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-1.35,10,10,100,3.55899E-13,3.55899
cap_pmos_03v3,moscap_ff,125,-1.35,30,30,900,3.20309E-12,3.55899
cap_nmos_03v3_b,moscap_ff,125,-1.35,10,10,100,9.67197E-14,0.967197
cap_nmos_03v3_b,moscap_ff,125,-1.35,30,30,900,8.70477E-13,0.967197
cap_pmos_03v3_b,moscap_ff,125,-1.35,10,10,100,3.56913E-13,3.56913
cap_pmos_03v3_b,moscap_ff,125,-1.35,30,30,900,3.21222E-12,3.56913
cap_nmos_06v0,moscap_ff,125,-1.35,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-1.35,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-1.35,10,10,100,1.95042E-13,1.95042
cap_pmos_06v0,moscap_ff,125,-1.35,30,30,900,1.75538E-12,1.95042
cap_nmos_03v3,moscap_ff,125,-1.20,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-1.20,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-1.20,10,10,100,3.54135E-13,3.54135
cap_pmos_03v3,moscap_ff,125,-1.20,30,30,900,3.18721E-12,3.54135
cap_nmos_03v3_b,moscap_ff,125,-1.20,10,10,100,1.03891E-13,1.03891
cap_nmos_03v3_b,moscap_ff,125,-1.20,30,30,900,9.3502E-13,1.03891
cap_pmos_03v3_b,moscap_ff,125,-1.20,10,10,100,3.56373E-13,3.56373
cap_pmos_03v3_b,moscap_ff,125,-1.20,30,30,900,3.20736E-12,3.56373
cap_nmos_06v0,moscap_ff,125,-1.20,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-1.20,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-1.20,10,10,100,1.90284E-13,1.90284
cap_pmos_06v0,moscap_ff,125,-1.20,30,30,900,1.71256E-12,1.90284
cap_nmos_03v3,moscap_ff,125,-1.05,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-1.05,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-1.05,10,10,100,3.43051E-13,3.43051
cap_pmos_03v3,moscap_ff,125,-1.05,30,30,900,3.08746E-12,3.43051
cap_nmos_03v3_b,moscap_ff,125,-1.05,10,10,100,1.14427E-13,1.14427
cap_nmos_03v3_b,moscap_ff,125,-1.05,30,30,900,1.02984E-12,1.14427
cap_pmos_03v3_b,moscap_ff,125,-1.05,10,10,100,3.55487E-13,3.55487
cap_pmos_03v3_b,moscap_ff,125,-1.05,30,30,900,3.19939E-12,3.55487
cap_nmos_06v0,moscap_ff,125,-1.05,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-1.05,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-1.05,10,10,100,1.64244E-13,1.64244
cap_pmos_06v0,moscap_ff,125,-1.05,30,30,900,1.4782E-12,1.64244
cap_nmos_03v3,moscap_ff,125,-0.90,10,10,100,2.07E-15,0.0207
cap_nmos_03v3,moscap_ff,125,-0.90,30,30,900,1.863E-14,0.0207
cap_pmos_03v3,moscap_ff,125,-0.90,10,10,100,2.8502E-13,2.8502
cap_pmos_03v3,moscap_ff,125,-0.90,30,30,900,2.56518E-12,2.8502
cap_nmos_03v3_b,moscap_ff,125,-0.90,10,10,100,1.2937E-13,1.2937
cap_nmos_03v3_b,moscap_ff,125,-0.90,30,30,900,1.16433E-12,1.2937
cap_pmos_03v3_b,moscap_ff,125,-0.90,10,10,100,3.54039E-13,3.54039
cap_pmos_03v3_b,moscap_ff,125,-0.90,30,30,900,3.18635E-12,3.54039
cap_nmos_06v0,moscap_ff,125,-0.90,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-0.90,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-0.90,10,10,100,8.76548E-14,0.876548
cap_pmos_06v0,moscap_ff,125,-0.90,30,30,900,7.88893E-13,0.876548
cap_nmos_03v3,moscap_ff,125,-0.75,10,10,100,2.07001E-15,0.0207001
cap_nmos_03v3,moscap_ff,125,-0.75,30,30,900,1.86301E-14,0.0207001
cap_pmos_03v3,moscap_ff,125,-0.75,10,10,100,1.36616E-13,1.36616
cap_pmos_03v3,moscap_ff,125,-0.75,30,30,900,1.22955E-12,1.36616
cap_nmos_03v3_b,moscap_ff,125,-0.75,10,10,100,1.49534E-13,1.49534
cap_nmos_03v3_b,moscap_ff,125,-0.75,30,30,900,1.34581E-12,1.49534
cap_pmos_03v3_b,moscap_ff,125,-0.75,10,10,100,3.51685E-13,3.51685
cap_pmos_03v3_b,moscap_ff,125,-0.75,30,30,900,3.16516E-12,3.51685
cap_nmos_06v0,moscap_ff,125,-0.75,10,10,100,3.33E-15,0.0333
cap_nmos_06v0,moscap_ff,125,-0.75,30,30,900,2.997E-14,0.0333
cap_pmos_06v0,moscap_ff,125,-0.75,10,10,100,2.38786E-14,0.238786
cap_pmos_06v0,moscap_ff,125,-0.75,30,30,900,2.14907E-13,0.238786
cap_nmos_03v3,moscap_ff,125,-0.60,10,10,100,2.07007E-15,0.0207007
cap_nmos_03v3,moscap_ff,125,-0.60,30,30,900,1.86307E-14,0.0207007
cap_pmos_03v3,moscap_ff,125,-0.60,10,10,100,3.34429E-14,0.334429
cap_pmos_03v3,moscap_ff,125,-0.60,30,30,900,3.00986E-13,0.334429
cap_nmos_03v3_b,moscap_ff,125,-0.60,10,10,100,1.74996E-13,1.74996
cap_nmos_03v3_b,moscap_ff,125,-0.60,30,30,900,1.57496E-12,1.74996
cap_pmos_03v3_b,moscap_ff,125,-0.60,10,10,100,3.4789E-13,3.4789
cap_pmos_03v3_b,moscap_ff,125,-0.60,30,30,900,3.13101E-12,3.4789
cap_nmos_06v0,moscap_ff,125,-0.60,10,10,100,3.33002E-15,0.0333002
cap_nmos_06v0,moscap_ff,125,-0.60,30,30,900,2.99702E-14,0.0333002
cap_pmos_06v0,moscap_ff,125,-0.60,10,10,100,6.79414E-15,0.0679414
cap_pmos_06v0,moscap_ff,125,-0.60,30,30,900,6.11473E-14,0.0679414
cap_nmos_03v3,moscap_ff,125,-0.45,10,10,100,2.07049E-15,0.0207049
cap_nmos_03v3,moscap_ff,125,-0.45,30,30,900,1.86344E-14,0.0207049
cap_pmos_03v3,moscap_ff,125,-0.45,10,10,100,8.38165E-15,0.0838165
cap_pmos_03v3,moscap_ff,125,-0.45,30,30,900,7.54348E-14,0.0838165
cap_nmos_03v3_b,moscap_ff,125,-0.45,10,10,100,2.04578E-13,2.04578
cap_nmos_03v3_b,moscap_ff,125,-0.45,30,30,900,1.8412E-12,2.04578
cap_pmos_03v3_b,moscap_ff,125,-0.45,10,10,100,3.4186E-13,3.4186
cap_pmos_03v3_b,moscap_ff,125,-0.45,30,30,900,3.07674E-12,3.4186
cap_nmos_06v0,moscap_ff,125,-0.45,10,10,100,3.33016E-15,0.0333016
cap_nmos_06v0,moscap_ff,125,-0.45,30,30,900,2.99714E-14,0.0333016
cap_pmos_06v0,moscap_ff,125,-0.45,10,10,100,3.86946E-15,0.0386946
cap_pmos_06v0,moscap_ff,125,-0.45,30,30,900,3.48251E-14,0.0386946
cap_nmos_03v3,moscap_ff,125,-0.30,10,10,100,2.07319E-15,0.0207319
cap_nmos_03v3,moscap_ff,125,-0.30,30,30,900,1.86587E-14,0.0207319
cap_pmos_03v3,moscap_ff,125,-0.30,10,10,100,4.19006E-15,0.0419006
cap_pmos_03v3,moscap_ff,125,-0.30,30,30,900,3.77106E-14,0.0419006
cap_nmos_03v3_b,moscap_ff,125,-0.30,10,10,100,2.35799E-13,2.35799
